+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | NEARUSDT  |
| No. days                    | 654.665   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.204%    |
| Final balance               | 5682.74   |
| Final equity                | 5671.98   |
| Net PNL + fees              | 4182.74   |
| Total gain                  | 294.0%    |
| Average daily gain          | 0.209%    |
| DG mean std ratio           | 0.1898    |
| Price action distance mean  | 0.0185496 |
| Price action distance std   | 0.0181572 |
| Price action distance max   | 0.338237  |
| Closest bankruptcy          | 99.94%    |
| Lowest equity/balance ratio | 0.7473    |
| Equity/balance ratio std    | 0.007764  |
| No. fills                   | 48156     |
| No. entries                 | 29146     |
| No. closes                  | 19010     |
| No. initial entries         | 18396     |
| No. reentries               | 10750     |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 19010     |
| Average n fills per day     | 73.6      |
| Mean hours stuck            | 0.331092  |
| Max hours stuck             | 71.9167   |
| PNL sum                     | 4410.0    |
| Profit sum                  | 4410.0    |
| Loss sum                    | 0.0       |
| Fee sum                     | -227.3    |
| Biggest pos size            | 1567.9    |
| Biggest pos cost            | 5300.0    |
| Volume quote                | 2273280.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.219%    |
| Final balance               | 1731.74   |
| Final equity                | 1731.76   |
| Net PNL + fees              | 231.745   |
| Total gain                  | 16.08%    |
| Average daily gain          | 0.0222%   |
| DG mean std ratio           | 0.1029    |
| Price action distance mean  | 0.0337068 |
| Price action distance std   | 0.0293866 |
| Price action distance max   | 0.274477  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.962     |
| Equity/balance ratio std    | 0.002055  |
| No. fills                   | 34494     |
| No. entries                 | 25082     |
| No. closes                  | 9412      |
| No. initial entries         | 8069      |
| No. reentries               | 17011     |
| No. unstuck entries         | 2         |
| No. unstuck closes          | 5         |
| No. normal closes           | 9407      |
| Average n fills per day     | 52.7      |
| Mean hours stuck            | 0.508873  |
| Max hours stuck             | 162.2     |
| PNL sum                     | 241.3     |
| Profit sum                  | 241.4     |
| Loss sum                    | -0.108    |
| Fee sum                     | -9.53     |
| Biggest pos size            | 220.3     |
| Biggest pos cost            | 173.5     |
| Volume quote                | 95298.9   |
+-----------------------------+-----------+
