+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | SANDUSDT  |
| No. days                    | 521.707   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.137%    |
| Final balance               | 3063.28   |
| Final equity                | 3063.28   |
| Net PNL + fees              | 1563.28   |
| Total gain                  | 105.9%    |
| Average daily gain          | 0.145%    |
| DG mean std ratio           | 0.115     |
| Price action distance mean  | 0.024733  |
| Price action distance std   | 0.0286713 |
| Price action distance max   | 0.380637  |
| Closest bankruptcy          | 99.98%    |
| Lowest equity/balance ratio | 0.7243    |
| Equity/balance ratio std    | 0.01702   |
| No. fills                   | 4786      |
| No. entries                 | 2515      |
| No. closes                  | 2271      |
| No. initial entries         | 1985      |
| No. reentries               | 530       |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 2271      |
| Average n fills per day     | 9.17      |
| Mean hours stuck            | 2.74162   |
| Max hours stuck             | 152.3     |
| PNL sum                     | 1588.0    |
| Profit sum                  | 1588.0    |
| Loss sum                    | 0.0       |
| Fee sum                     | -25.02    |
| Biggest pos size            | 12214.0   |
| Biggest pos cost            | 2993.0    |
| Volume quote                | 250183.0  |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.0866%   |
| Final balance               | 1591.1    |
| Final equity                | 1590.97   |
| Net PNL + fees              | 91.0996   |
| Total gain                  | 6.175%    |
| Average daily gain          | 0.0125%   |
| DG mean std ratio           | 0.02573   |
| Price action distance mean  | 0.0416521 |
| Price action distance std   | 0.0537112 |
| Price action distance max   | 0.468196  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.8853    |
| Equity/balance ratio std    | 0.007946  |
| No. fills                   | 3044      |
| No. entries                 | 1566      |
| No. closes                  | 1478      |
| No. initial entries         | 1292      |
| No. reentries               | 274       |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 1478      |
| Average n fills per day     | 5.83      |
| Mean hours stuck            | 4.34454   |
| Max hours stuck             | 316.333   |
| PNL sum                     | 92.63     |
| Profit sum                  | 92.63     |
| Loss sum                    | 0.0       |
| Fee sum                     | -1.531    |
| Biggest pos size            | 624.0     |
| Biggest pos cost            | 205.7     |
| Volume quote                | 15308.1   |
+-----------------------------+-----------+
