+------------------------------------------+
|                 Summary                  |
+-----------------------------+------------+
| Metric                      | Value      |
+-----------------------------+------------+
| Exchange                    | bybit      |
| Market type                 | futures    |
| Symbol                      | ENJUSDT    |
| No. days                    | 649.707    |
| Starting balance            | 1500.0     |
|                             |            |
| Long                        | True       |
| ADG realized per exposure   | 0.587%     |
| Final balance               | 67198.2    |
| Final equity                | 66673.7    |
| Net PNL + fees              | 65698.2    |
| Total gain                  | 4639.0%    |
| Average daily gain          | 0.673%     |
| DG mean std ratio           | 0.1573     |
| Price action distance mean  | 0.0349616  |
| Price action distance std   | 0.0773967  |
| Price action distance max   | 1.37044    |
| Closest bankruptcy          | 99.98%     |
| Lowest equity/balance ratio | 0.4218     |
| Equity/balance ratio std    | 0.05606    |
| No. fills                   | 85107      |
| No. entries                 | 60227      |
| No. closes                  | 24880      |
| No. initial entries         | 22334      |
| No. reentries               | 37893      |
| No. unstuck entries         | 0          |
| No. unstuck closes          | 0          |
| No. normal closes           | 24880      |
| Average n fills per day     | 131.0      |
| Mean hours stuck            | 0.203219   |
| Max hours stuck             | 422.333    |
| PNL sum                     | 69580.0    |
| Profit sum                  | 69580.0    |
| Loss sum                    | 0.0        |
| Fee sum                     | -3885.0    |
| Biggest pos size            | 149469.1   |
| Biggest pos cost            | 64650.0    |
| Volume quote                | 38845100.0 |
|                             |            |
| Short                       | True       |
| ADG realized per exposure   | 0.26%      |
| Final balance               | 1776.03    |
| Final equity                | 1776.01    |
| Net PNL + fees              | 276.03     |
| Total gain                  | 19.12%     |
| Average daily gain          | 0.0261%    |
| DG mean std ratio           | 0.1921     |
| Price action distance mean  | 0.0163237  |
| Price action distance std   | 0.0142737  |
| Price action distance max   | 0.246592   |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9679     |
| Equity/balance ratio std    | 0.00134    |
| No. fills                   | 102134     |
| No. entries                 | 89437      |
| No. closes                  | 12697      |
| No. initial entries         | 10918      |
| No. reentries               | 78519      |
| No. unstuck entries         | 0          |
| No. unstuck closes          | 0          |
| No. normal closes           | 12697      |
| Average n fills per day     | 157.0      |
| Mean hours stuck            | 0.259286   |
| Max hours stuck             | 73.8333    |
| PNL sum                     | 286.8      |
| Profit sum                  | 286.8      |
| Loss sum                    | 0.0        |
| Fee sum                     | -10.78     |
| Biggest pos size            | 1078.1     |
| Biggest pos cost            | 176.4      |
| Volume quote                | 107781.0   |
+-----------------------------+------------+
