trade_id,price,qty,timestamp,is_buyer_maker
290500446,0.3776,50.0,1660148484520,1
290500447,0.3777,79.4,1660148485069,0
290500448,0.3776,150.0,1660148485212,1
290500449,0.3777,15.4,1660148488204,0
290500450,0.3776,1512.6,1660148488246,1
290500451,0.3776,5032.1,1660148488595,1
290500452,0.3777,1157.6,1660148489016,0
290500453,0.3777,39777.0,1660148491606,0
290500454,0.3776,66.6,1660148491718,1
290500455,0.3777,15.3,1660148492205,0
290500456,0.3777,263.4,1660148492859,0
290500457,0.3776,39725.0,1660148495300,1
290500458,0.3777,7471.1,1660148495967,0
290500459,0.3777,15.4,1660148496205,0
290500460,0.3776,685.6,1660148496473,1
290500461,0.3777,1122.9,1660148497070,0
290500462,0.3776,1534.2,1660148498174,1
290500463,0.3777,661.9,1660148499139,0
290500464,0.3776,446.7,1660148499332,1
290500465,0.3776,15039.5,1660148499774,1
290500466,0.3777,15.3,1660148500205,0
290500467,0.3776,324.4,1660148500389,1
290500468,0.3776,63906.8,1660148502389,1
290500469,0.3775,168126.8,1660148502389,1
290500470,0.3776,15.4,1660148504204,0
290500471,0.3775,400.0,1660148504565,1
290500472,0.3775,10000.0,1660148504810,1
290500473,0.3775,347.7,1660148505271,1
290500474,0.3776,444.1,1660148506417,0
290500475,0.3775,26.5,1660148507225,1
290500476,0.3776,15.3,1660148508205,0
290500477,0.3776,57162.9,1660148509305,0
290500478,0.3776,1800.0,1660148510720,0
290500479,0.3776,3534.3,1660148511215,0
290500480,0.3776,532.4,1660148511392,0
290500481,0.3776,15.4,1660148512205,0
290500482,0.3775,3692.9,1660148513322,1
290500483,0.3776,100.0,1660148513818,0
290500484,0.3776,578.2,1660148514500,0
290500485,0.3775,13241.5,1660148515521,1
290500486,0.3775,650.0,1660148515757,1
290500487,0.3776,15.4,1660148516203,0
290500488,0.3775,6404.6,1660148519113,1
290500489,0.3775,53.0,1660148519378,1
290500490,0.3775,26.5,1660148519937,1
290500491,0.3776,15.3,1660148520206,0
290500492,0.3776,13856.8,1660148522142,0
290500493,0.3775,64.8,1660148524034,1
290500494,0.3776,15.4,1660148524205,0
290500495,0.3775,255.3,1660148527386,1
290500496,0.3776,1800.0,1660148527658,0
290500497,0.3776,15.3,1660148528204,0
290500498,0.3776,368.9,1660148528993,0
290500499,0.3776,169.0,1660148529521,0
290500500,0.3775,392.4,1660148531112,1
290500501,0.3775,1049.2,1660148531247,1
290500502,0.3776,15.4,1660148532203,0
290500503,0.3775,26.5,1660148532440,1
290500504,0.3776,13454.6,1660148533101,0
290500505,0.3775,537.8,1660148534871,1
290500506,0.3776,15.3,1660148536203,0
290500507,0.3775,157.6,1660148536439,1
290500508,0.3775,1059.3,1660148537125,1
290500509,0.3776,15.4,1660148540203,0
290500510,0.3776,110.0,1660148540946,0
290500511,0.3775,14730.8,1660148542566,1
290500512,0.3775,14878.3,1660148543065,0
290500513,0.3775,13454.6,1660148544079,0
290500514,0.3775,15.4,1660148544207,0
290500515,0.3774,26.5,1660148545070,1
290500516,0.3775,13454.6,1660148545177,0
290500517,0.3775,150.0,1660148545571,0
290500518,0.3775,15.3,1660148548204,0
290500519,0.3775,109.3,1660148549024,0
290500520,0.3775,708.5,1660148550157,0
290500521,0.3774,189.7,1660148551073,1
290500522,0.3775,15.4,1660148552204,0
290500523,0.3775,13454.6,1660148553036,0
290500524,0.3774,943.9,1660148554316,1
290500525,0.3775,965.6,1660148555024,0
290500526,0.3774,53.4,1660148555122,1
290500527,0.3775,15.3,1660148556204,0
290500528,0.3775,26.4,1660148556641,0
290500529,0.3774,26.5,1660148557373,1
290500530,0.3774,1254.9,1660148557593,1
290500531,0.3775,13454.6,1660148558255,0
290500532,0.3775,15.4,1660148560205,0
290500533,0.3775,15.3,1660148564204,0
290500534,0.3774,91.3,1660148564468,1
290500535,0.3775,132.1,1660148564731,0
290500536,0.3774,2162.7,1660148566513,1
290500537,0.3775,15.4,1660148568205,0
290500538,0.3775,22.5,1660148568340,0
290500539,0.3775,8469.7,1660148568854,0
290500540,0.3774,1658.1,1660148569506,1
290500541,0.3774,26.5,1660148569657,1
290500542,0.3775,3190.4,1660148569922,0
290500543,0.3775,543.8,1660148571470,0
290500544,0.3775,132.0,1660148571704,0
290500545,0.3775,15.3,1660148572204,0
290500546,0.3774,143.4,1660148573068,1
290500547,0.3774,161.3,1660148573858,1
290500548,0.3775,132.0,1660148574148,0
290500549,0.3775,7990.6,1660148575229,0
290500550,0.3775,718.4,1660148575735,0
290500551,0.3775,15.4,1660148576204,0
290500552,0.3774,2568.0,1660148577906,1
290500553,0.3775,1397.3,1660148578094,0
290500554,0.3775,15.4,1660148580204,0
290500555,0.3774,26.5,1660148581848,1
290500556,0.3774,3530.0,1660148584076,1
290500557,0.3775,15.3,1660148584203,0
290500558,0.3775,7477.2,1660148584901,0
290500559,0.3775,10777.9,1660148585411,0
290500560,0.3774,3117.9,1660148586075,1
290500561,0.3774,19.8,1660148586442,1
290500562,0.3775,1800.0,1660148587054,0
290500563,0.3775,673.8,1660148587309,0
290500564,0.3775,69693.0,1660148588204,0
290500565,0.3776,15.4,1660148588245,0
290500566,0.3776,48124.5,1660148588546,0
290500567,0.3777,66.2,1660148589143,0
290500568,0.3777,15784.9,1660148589362,0
290500569,0.3777,15.3,1660148592202,0
290500570,0.3776,16.6,1660148593395,1
290500571,0.3777,519.0,1660148594079,0
290500572,0.3776,1073.0,1660148594874,1
290500573,0.3777,4427.2,1660148595548,0
290500574,0.3776,286.5,1660148595759,1
290500575,0.3777,15.4,1660148596248,0
290500576,0.3776,158.7,1660148597174,1
290500577,0.3777,15.3,1660148600205,0
290500578,0.3776,16154.7,1660148603439,1
290500579,0.3776,5622.9,1660148603875,1
290500580,0.3776,15.9,1660148604166,1
290500581,0.3777,15.4,1660148604208,0
290500582,0.3776,130.0,1660148604410,1
290500583,0.3777,1717.0,1660148604478,0
290500584,0.3776,26.5,1660148606055,1
290500585,0.3777,38.0,1660148607611,0
290500586,0.3777,36258.4,1660148607975,0
290500587,0.3778,15.4,1660148608217,0
290500588,0.3777,39.7,1660148608433,1
290500589,0.3778,17.0,1660148608585,0
290500590,0.3778,549.0,1660148609640,0
290500591,0.3778,30624.8,1660148609828,0
290500592,0.3778,52.9,1660148612068,1
290500593,0.3779,21196.1,1660148612144,0
290500594,0.3778,5758.2,1660148613921,1
290500595,0.3779,6433.6,1660148613954,0
290500596,0.3779,5876.2,1660148615015,0
290500597,0.3779,15.4,1660148616204,0
290500598,0.3778,859.9,1660148619446,1
290500599,0.3779,15.3,1660148620206,0
290500600,0.3779,1323.8,1660148621095,0
290500601,0.3778,66.2,1660148622330,1
290500602,0.3779,15.4,1660148624217,0
290500603,0.3779,250.0,1660148624366,0
290500604,0.3779,35.8,1660148626488,0
290500605,0.3778,2000.0,1660148626928,1
290500606,0.3779,15.3,1660148628206,0
290500607,0.3778,26.5,1660148629989,1
290500608,0.3779,15.4,1660148632203,0
290500609,0.3778,67.2,1660148632349,1
