trade_id,price,qty,timestamp,is_buyer_maker
293800000,0.3534,500.0,1662818156871,0
293800001,0.3532,28.4,1662818159079,1
293800002,0.3532,8019.0,1662818160058,1
293800003,0.3532,356.9,1662818160808,1
293800004,0.3532,19.0,1662818161054,1
293800005,0.3532,40936.1,1662818161261,1
293800006,0.3533,68.5,1662818161509,0
293800007,0.3533,178.9,1662818162477,0
293800008,0.3532,2792.0,1662818162750,1
293800009,0.3533,96.4,1662818163524,0
293800010,0.3532,28.4,1662818163942,1
293800011,0.3533,396.7,1662818164898,0
293800012,0.3533,1308.6,1662818166601,0
293800013,0.3533,1526.7,1662818166715,0
293800014,0.3532,89.2,1662818167995,1
293800015,0.3533,319.0,1662818168466,0
293800016,0.3532,28.4,1662818168807,1
293800017,0.3533,1407.2,1662818170971,0
293800018,0.3532,451.1,1662818171012,1
293800019,0.3533,452.4,1662818171982,0
293800020,0.3534,6963.6,1662818172168,0
293800021,0.3534,427.2,1662818174331,0
293800022,0.3533,2031.5,1662818175090,1
293800023,0.3534,4083.6,1662818175789,0
293800024,0.3533,34772.4,1662818177407,1
293800025,0.3532,5852.3,1662818179157,1
293800026,0.3531,8253.3,1662818180004,1
293800027,0.3532,1000.0,1662818180582,0
293800028,0.3531,2327.7,1662818181192,1
293800029,0.3531,28.4,1662818182788,1
293800030,0.3531,166.7,1662818183978,1
293800031,0.3531,69558.6,1662818187328,1
293800032,0.353,28.4,1662818187677,1
293800033,0.3531,14.2,1662818188293,0
293800034,0.3531,1682.1,1662818189091,0
293800035,0.353,200.0,1662818190502,1
293800036,0.353,7997.1,1662818190904,1
293800037,0.3531,2143.0,1662818191753,0
293800038,0.353,649.1,1662818192450,1
293800039,0.3531,5443.0,1662818192536,0
293800040,0.353,28.4,1662818192556,1
293800041,0.3531,2116.8,1662818192601,0
293800042,0.353,2556.7,1662818193003,1
293800043,0.353,3425.1,1662818193356,1
293800044,0.353,310.3,1662818193918,1
293800045,0.3531,1332.7,1662818194048,0
293800046,0.3532,3880.4,1662818194117,0
293800047,0.3533,3902.3,1662818194117,0
293800048,0.3533,646.1,1662818194302,0
293800049,0.3533,116.5,1662818196202,0
293800050,0.3532,1475.5,1662818200555,1
293800051,0.3533,1416.4,1662818201163,0
293800052,0.3532,28.4,1662818201910,1
293800053,0.3532,2264.3,1662818202522,1
293800054,0.3533,20.0,1662818204068,0
293800055,0.3532,7865.5,1662818204647,1
