+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | XMRUSDT   |
| No. days                    | 911.663   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.223%    |
| Final balance               | 1837.68   |
| Final equity                | 1837.64   |
| Net PNL + fees              | 337.683   |
| Total gain                  | 23.47%    |
| Average daily gain          | 0.0224%   |
| DG mean std ratio           | 0.1216    |
| Price action distance mean  | 0.0094347 |
| Price action distance std   | 0.0184241 |
| Price action distance max   | 1.0041    |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9491    |
| Equity/balance ratio std    | 0.001516  |
| No. fills                   | 33326     |
| No. entries                 | 19880     |
| No. closes                  | 13446     |
| No. initial entries         | 12240     |
| No. reentries               | 7627      |
| No. unstuck entries         | 13        |
| No. unstuck closes          | 3         |
| No. normal closes           | 13443     |
| Average n fills per day     | 36.6      |
| Mean hours stuck            | 0.67929   |
| Max hours stuck             | 236.0     |
| PNL sum                     | 352.1     |
| Profit sum                  | 353.9     |
| Loss sum                    | -1.873    |
| Fee sum                     | -14.39    |
| Biggest pos size            | 5.51      |
| Biggest pos cost            | 188.3     |
| Volume quote                | 143903.0  |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.193%    |
| Final balance               | 1787.81   |
| Final equity                | 1787.81   |
| Net PNL + fees              | 287.815   |
| Total gain                  | 20.04%    |
| Average daily gain          | 0.0193%   |
| DG mean std ratio           | 0.1449    |
| Price action distance mean  | 0.0129728 |
| Price action distance std   | 0.0174111 |
| Price action distance max   | 0.167706  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9795    |
| Equity/balance ratio std    | 0.001982  |
| No. fills                   | 31919     |
| No. entries                 | 19319     |
| No. closes                  | 12600     |
| No. initial entries         | 11736     |
| No. reentries               | 7568      |
| No. unstuck entries         | 15        |
| No. unstuck closes          | 0         |
| No. normal closes           | 12600     |
| Average n fills per day     | 35.0      |
| Mean hours stuck            | 0.704327  |
| Max hours stuck             | 374.933   |
| PNL sum                     | 300.6     |
| Profit sum                  | 300.6     |
| Loss sum                    | 0.0       |
| Fee sum                     | -12.81    |
| Biggest pos size            | 3.79      |
| Biggest pos cost            | 181.2     |
| Volume quote                | 128148.0  |
+-----------------------------+-----------+
