+------------------------------------------+
|                 Summary                  |
+-----------------------------+------------+
| Metric                      | Value      |
+-----------------------------+------------+
| Exchange                    | bybit      |
| Market type                 | futures    |
| Symbol                      | SUSHIUSDT  |
| Passivbot mode              | clock      |
| No. days                    | 880.0      |
| Starting balance            | 1000.0     |
|                             |            |
| Long                        | True       |
| ADG realized per exposure   | 0.253%     |
| Final balance               | 1745.83    |
| Final equity                | 1745.83    |
| Net PNL + fees              | 745.83     |
| Total gain                  | 76.7%      |
| Average daily gain          | 0.0634%    |
| Net PNL + fees              | 745.83     |
| Loss to profit ratio        | 0.2432     |
| Price action distance mean  | 0.00783944 |
| Price action distance std   | 0.00939952 |
| Price action distance max   | 0.440411   |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9235     |
| Equity/balance ratio std    | 0.001266   |
| No. fills                   | 20347      |
| No. entries                 | 12028      |
| No. closes                  | 8319       |
| No. initial entries         | 0          |
| No. reentries               | 0          |
| No. unstuck/EMA entries     | 12028      |
| No. unstuck/EMA closes      | 8255       |
| No. normal closes           | 64         |
| Average n fills per day     | 23.1       |
| Mean hours stuck            | 1.03751    |
| Max hours stuck             | 21.8667    |
| PNL sum                     | 767.0      |
| Profit sum                  | 1013.0     |
| Loss sum                    | -246.4     |
| Fee sum                     | -21.13     |
| Volume quote                | 159514.0   |
|                             |            |
| Short                       | True       |
| ADG realized per exposure   | 0.383%     |
| Final balance               | 1400.92    |
| Final equity                | 1400.92    |
| Net PNL + fees              | 400.919    |
| Total gain                  | 40.7%      |
| Average daily gain          | 0.0383%    |
| Net PNL + fees              | 400.919    |
| Loss to profit ratio        | 0.1331     |
| Price action distance mean  | 0.0127951  |
| Price action distance std   | 0.0187473  |
| Price action distance max   | 0.189669   |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9767     |
| Equity/balance ratio std    | 0.00137    |
| No. fills                   | 17508      |
| No. entries                 | 7015       |
| No. closes                  | 10493      |
| No. initial entries         | 0          |
| No. reentries               | 0          |
| No. unstuck/EMA entries     | 7015       |
| No. unstuck/EMA closes      | 10291      |
| No. normal closes           | 202        |
| Average n fills per day     | 19.9       |
| Mean hours stuck            | 1.20577    |
| Max hours stuck             | 69.05      |
| PNL sum                     | 407.0      |
| Profit sum                  | 469.5      |
| Loss sum                    | -62.5      |
| Fee sum                     | -6.069     |
| Volume quote                | 264050.0   |
+-----------------------------+------------+
