+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | LINKUSDT  |
| No. days                    | 926.665   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.141%    |
| Final balance               | 5548.12   |
| Final equity                | 5542.15   |
| Net PNL + fees              | 4048.12   |
| Total gain                  | 280.3%    |
| Average daily gain          | 0.147%    |
| DG mean std ratio           | 0.135     |
| Price action distance mean  | 0.0167175 |
| Price action distance std   | 0.0198518 |
| Price action distance max   | 0.476705  |
| Closest bankruptcy          | 99.9%     |
| Lowest equity/balance ratio | 0.6773    |
| Equity/balance ratio std    | 0.01064   |
| No. fills                   | 31264     |
| No. entries                 | 17659     |
| No. closes                  | 13605     |
| No. initial entries         | 12565     |
| No. reentries               | 5093      |
| No. unstuck entries         | 1         |
| No. unstuck closes          | 71        |
| No. normal closes           | 13534     |
| Average n fills per day     | 33.7      |
| Mean hours stuck            | 0.734017  |
| Max hours stuck             | 128.917   |
| PNL sum                     | 4205.0    |
| Profit sum                  | 4244.0    |
| Loss sum                    | -39.22    |
| Fee sum                     | -156.6    |
| Biggest pos size            | 1103.1    |
| Biggest pos cost            | 5270.0    |
| Volume quote                | 1566460.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.109%    |
| Final balance               | 1659.11   |
| Final equity                | 1659.11   |
| Net PNL + fees              | 159.11    |
| Total gain                  | 11.06%    |
| Average daily gain          | 0.0109%   |
| DG mean std ratio           | 0.09281   |
| Price action distance mean  | 0.0207711 |
| Price action distance std   | 0.0200198 |
| Price action distance max   | 0.169293  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9797    |
| Equity/balance ratio std    | 0.00133   |
| No. fills                   | 22109     |
| No. entries                 | 12249     |
| No. closes                  | 9860      |
| No. initial entries         | 9602      |
| No. reentries               | 2644      |
| No. unstuck entries         | 3         |
| No. unstuck closes          | 9         |
| No. normal closes           | 9851      |
| Average n fills per day     | 23.9      |
| Mean hours stuck            | 1.01617   |
| Max hours stuck             | 179.367   |
| PNL sum                     | 165.8     |
| Profit sum                  | 168.3     |
| Loss sum                    | -2.508    |
| Fee sum                     | -6.721    |
| Biggest pos size            | 63.9      |
| Biggest pos cost            | 163.1     |
| Volume quote                | 67207.9   |
+-----------------------------+-----------+
