+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | EGLDUSDT  |
| No. days                    | 678.707   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.175%    |
| Final balance               | 4907.95   |
| Final equity                | 4906.06   |
| Net PNL + fees              | 3407.95   |
| Total gain                  | 235.5%    |
| Average daily gain          | 0.181%    |
| DG mean std ratio           | 0.1549    |
| Price action distance mean  | 0.0153653 |
| Price action distance std   | 0.0203007 |
| Price action distance max   | 0.485794  |
| Closest bankruptcy          | 99.87%    |
| Lowest equity/balance ratio | 0.6728    |
| Equity/balance ratio std    | 0.009909  |
| No. fills                   | 22712     |
| No. entries                 | 14643     |
| No. closes                  | 8069      |
| No. initial entries         | 7610      |
| No. reentries               | 7033      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 8069      |
| Average n fills per day     | 33.5      |
| Mean hours stuck            | 0.740273  |
| Max hours stuck             | 141.85    |
| PNL sum                     | 3533.0    |
| Profit sum                  | 3533.0    |
| Loss sum                    | 0.0       |
| Fee sum                     | -124.9    |
| Biggest pos size            | 207.61    |
| Biggest pos cost            | 4571.0    |
| Volume quote                | 1248750.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.0867%   |
| Final balance               | 1590.93   |
| Final equity                | 1590.89   |
| Net PNL + fees              | 90.9292   |
| Total gain                  | 6.429%    |
| Average daily gain          | 0.00876%  |
| DG mean std ratio           | 0.05666   |
| Price action distance mean  | 0.0249073 |
| Price action distance std   | 0.0261068 |
| Price action distance max   | 0.268711  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9632    |
| Equity/balance ratio std    | 0.001603  |
| No. fills                   | 21305     |
| No. entries                 | 13385     |
| No. closes                  | 7920      |
| No. initial entries         | 7606      |
| No. reentries               | 5747      |
| No. unstuck entries         | 32        |
| No. unstuck closes          | 151       |
| No. normal closes           | 7769      |
| Average n fills per day     | 31.4      |
| Mean hours stuck            | 0.773749  |
| Max hours stuck             | 174.15    |
| PNL sum                     | 96.44     |
| Profit sum                  | 138.5     |
| Loss sum                    | -42.08    |
| Fee sum                     | -5.513    |
| Biggest pos size            | 17.25     |
| Biggest pos cost            | 159.6     |
| Volume quote                | 55126.3   |
+-----------------------------+-----------+
