+------------------------------------------+
|                 Summary                  |
+-----------------------------+------------+
| Metric                      | Value      |
+-----------------------------+------------+
| Exchange                    | bybit      |
| Market type                 | futures    |
| Symbol                      | BTCUSDT    |
| Passivbot mode              | clock      |
| No. days                    | 1100.0     |
| Starting balance            | 1000.0     |
|                             |            |
| Long                        | True       |
| ADG realized per exposure   | 0.104%     |
| Final balance               | 1339.39    |
| Final equity                | 1339.39    |
| Net PNL + fees              | 339.392    |
| Total gain                  | 35.49%     |
| Average daily gain          | 0.0259%    |
| Net PNL + fees              | 339.392    |
| Loss to profit ratio        | 0.32       |
| Price action distance mean  | 0.0123346  |
| Price action distance std   | 0.0138592  |
| Price action distance max   | 0.18655    |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9552     |
| Equity/balance ratio std    | 0.001341   |
| No. fills                   | 3296       |
| No. entries                 | 1856       |
| No. closes                  | 1440       |
| No. initial entries         | 0          |
| No. reentries               | 0          |
| No. unstuck/EMA entries     | 1856       |
| No. unstuck/EMA closes      | 1254       |
| No. normal closes           | 186        |
| Average n fills per day     | 2.92       |
| Mean hours stuck            | 8.20141    |
| Max hours stuck             | 129.45     |
| PNL sum                     | 354.9      |
| Profit sum                  | 521.9      |
| Loss sum                    | -167.0     |
| Fee sum                     | -15.48     |
| Volume quote                | 108915.0   |
|                             |            |
| Short                       | True       |
| ADG realized per exposure   | 0.119%     |
| Final balance               | 1143.32    |
| Final equity                | 1143.36    |
| Net PNL + fees              | 143.319    |
| Total gain                  | 16.15%     |
| Average daily gain          | 0.0119%    |
| Net PNL + fees              | 143.319    |
| Loss to profit ratio        | 0.7231     |
| Price action distance mean  | 0.0095772  |
| Price action distance std   | 0.00995171 |
| Price action distance max   | 0.0927368  |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9901     |
| Equity/balance ratio std    | 0.0004458  |
| No. fills                   | 5064       |
| No. entries                 | 2615       |
| No. closes                  | 2449       |
| No. initial entries         | 0          |
| No. reentries               | 0          |
| No. unstuck/EMA entries     | 2615       |
| No. unstuck/EMA closes      | 2406       |
| No. normal closes           | 43         |
| Average n fills per day     | 4.49       |
| Mean hours stuck            | 5.33174    |
| Max hours stuck             | 101.45     |
| PNL sum                     | 161.5      |
| Profit sum                  | 583.2      |
| Loss sum                    | -421.7     |
| Fee sum                     | -18.15     |
| Volume quote                | 98026.2    |
+-----------------------------+------------+
