+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | MANAUSDT  |
| No. days                    | 496.707   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.341%    |
| Final balance               | 8139.51   |
| Final equity                | 8128.43   |
| Net PNL + fees              | 6639.51   |
| Total gain                  | 446.0%    |
| Average daily gain          | 0.352%    |
| DG mean std ratio           | 0.1847    |
| Price action distance mean  | 0.0310639 |
| Price action distance std   | 0.0313073 |
| Price action distance max   | 1.30205   |
| Closest bankruptcy          | 99.98%    |
| Lowest equity/balance ratio | 0.4344    |
| Equity/balance ratio std    | 0.0177    |
| No. fills                   | 2775      |
| No. entries                 | 1806      |
| No. closes                  | 969       |
| No. initial entries         | 843       |
| No. reentries               | 963       |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 969       |
| Average n fills per day     | 5.59      |
| Mean hours stuck            | 4.3286    |
| Max hours stuck             | 216.35    |
| PNL sum                     | 6689.0    |
| Profit sum                  | 6689.0    |
| Loss sum                    | 0.0       |
| Fee sum                     | -49.94    |
| Biggest pos size            | 9262.7    |
| Biggest pos cost            | 6665.0    |
| Volume quote                | 499374.0  |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.414%    |
| Final balance               | 1841.93   |
| Final equity                | 1819.99   |
| Net PNL + fees              | 341.925   |
| Total gain                  | 22.99%    |
| Average daily gain          | 0.075%    |
| DG mean std ratio           | 0.02882   |
| Price action distance mean  | 0.352864  |
| Price action distance std   | 0.291964  |
| Price action distance max   | 0.854525  |
| Closest bankruptcy          | 60.02%    |
| Lowest equity/balance ratio | 0.4126    |
| Equity/balance ratio std    | 0.1198    |
| No. fills                   | 3829      |
| No. entries                 | 2373      |
| No. closes                  | 1456      |
| No. initial entries         | 185       |
| No. reentries               | 2188      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 1456      |
| Average n fills per day     | 7.71      |
| Mean hours stuck            | 5.39166   |
| Max hours stuck             | 4667.8    |
| PNL sum                     | 344.9     |
| Profit sum                  | 344.9     |
| Loss sum                    | 0.0       |
| Fee sum                     | -2.996    |
| Biggest pos size            | 325.2     |
| Biggest pos cost            | 182.9     |
| Volume quote                | 29964.7   |
+-----------------------------+-----------+
