+------------------------------------------+
|                 Summary                  |
+-----------------------------+------------+
| Metric                      | Value      |
+-----------------------------+------------+
| Exchange                    | bybit      |
| Market type                 | futures    |
| Symbol                      | ADAUSDT    |
| No. days                    | 891.665    |
| Starting balance            | 1500.0     |
|                             |            |
| Long                        | True       |
| ADG realized per exposure   | 0.272%     |
| Final balance               | 16842.6    |
| Final equity                | 16841.9    |
| Net PNL + fees              | 15342.6    |
| Total gain                  | 1064.0%    |
| Average daily gain          | 0.298%     |
| DG mean std ratio           | 0.1075     |
| Price action distance mean  | 0.00654933 |
| Price action distance std   | 0.0103757  |
| Price action distance max   | 0.22036    |
| Closest bankruptcy          | 99.91%     |
| Lowest equity/balance ratio | 0.8194     |
| Equity/balance ratio std    | 0.004934   |
| No. fills                   | 27455      |
| No. entries                 | 15357      |
| No. closes                  | 12098      |
| No. initial entries         | 11332      |
| No. reentries               | 4025       |
| No. unstuck entries         | 0          |
| No. unstuck closes          | 0          |
| No. normal closes           | 12098      |
| Average n fills per day     | 30.8       |
| Mean hours stuck            | 0.79952    |
| Max hours stuck             | 113.3      |
| PNL sum                     | 15960.0    |
| Profit sum                  | 15960.0    |
| Loss sum                    | 0.0        |
| Fee sum                     | -621.9     |
| Biggest pos size            | 82388.0    |
| Biggest pos cost            | 15310.0    |
| Volume quote                | 6218540.0  |
|                             |            |
| Short                       | True       |
| ADG realized per exposure   | 0.108%     |
| Final balance               | 1651.64    |
| Final equity                | 1651.61    |
| Net PNL + fees              | 151.64     |
| Total gain                  | 10.57%     |
| Average daily gain          | 0.0109%    |
| DG mean std ratio           | 0.08268    |
| Price action distance mean  | 0.0183876  |
| Price action distance std   | 0.0205186  |
| Price action distance max   | 0.257979   |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9654     |
| Equity/balance ratio std    | 0.002306   |
| No. fills                   | 25959      |
| No. entries                 | 15479      |
| No. closes                  | 10480      |
| No. initial entries         | 9988       |
| No. reentries               | 5491       |
| No. unstuck entries         | 0          |
| No. unstuck closes          | 0          |
| No. normal closes           | 10480      |
| Average n fills per day     | 29.1       |
| Mean hours stuck            | 0.840037   |
| Max hours stuck             | 314.183    |
| PNL sum                     | 158.6      |
| Profit sum                  | 158.6      |
| Loss sum                    | 0.0        |
| Fee sum                     | -6.924     |
| Biggest pos size            | 5415.0     |
| Biggest pos cost            | 164.1      |
| Volume quote                | 69240.4    |
+-----------------------------+------------+
