+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | MANAUSDT  |
| No. days                    | 505.707   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.455%    |
| Final balance               | 14870.9   |
| Final equity                | 14853.1   |
| Net PNL + fees              | 13370.9   |
| Total gain                  | 941.9%    |
| Average daily gain          | 0.459%    |
| DG mean std ratio           | 0.2962    |
| Price action distance mean  | 0.0130249 |
| Price action distance std   | 0.0180798 |
| Price action distance max   | 0.841469  |
| Closest bankruptcy          | 99.97%    |
| Lowest equity/balance ratio | 0.543     |
| Equity/balance ratio std    | 0.01157   |
| No. fills                   | 44562     |
| No. entries                 | 24788     |
| No. closes                  | 19774     |
| No. initial entries         | 19619     |
| No. reentries               | 5169      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 15        |
| No. normal closes           | 19759     |
| Average n fills per day     | 88.1      |
| Mean hours stuck            | 0.273244  |
| Max hours stuck             | 97.3167   |
| PNL sum                     | 14130.0   |
| Profit sum                  | 14130.0   |
| Loss sum                    | -0.243    |
| Fee sum                     | -757.1    |
| Biggest pos size            | 17065.5   |
| Biggest pos cost            | 14260.0   |
| Volume quote                | 7570750.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.372%    |
| Final balance               | 1810.67   |
| Final equity                | 1810.67   |
| Net PNL + fees              | 310.667   |
| Total gain                  | 21.54%    |
| Average daily gain          | 0.0374%   |
| DG mean std ratio           | 0.2185    |
| Price action distance mean  | 0.0116383 |
| Price action distance std   | 0.0198708 |
| Price action distance max   | 0.289791  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9592    |
| Equity/balance ratio std    | 0.002242  |
| No. fills                   | 30891     |
| No. entries                 | 17872     |
| No. closes                  | 13019     |
| No. initial entries         | 12054     |
| No. reentries               | 5817      |
| No. unstuck entries         | 1         |
| No. unstuck closes          | 51        |
| No. normal closes           | 12968     |
| Average n fills per day     | 61.1      |
| Mean hours stuck            | 0.4047    |
| Max hours stuck             | 84.1333   |
| PNL sum                     | 323.1     |
| Profit sum                  | 325.6     |
| Loss sum                    | -2.536    |
| Fee sum                     | -12.42    |
| Biggest pos size            | 265.1     |
| Biggest pos cost            | 180.6     |
| Volume quote                | 124182.0  |
+-----------------------------+-----------+
