+------------------------------------------+
|                 Summary                  |
+-----------------------------+------------+
| Metric                      | Value      |
+-----------------------------+------------+
| Exchange                    | bybit      |
| Market type                 | futures    |
| Symbol                      | BTCUSDT    |
| Passivbot mode              | clock      |
| No. days                    | 1100.0     |
| Starting balance            | 1000.0     |
|                             |            |
| Long                        | True       |
| ADG realized per exposure   | 0.21%      |
| Final balance               | 10613.7    |
| Final equity                | 10613.7    |
| Net PNL + fees              | 9613.74    |
| Total gain                  | 1096.0%    |
| Average daily gain          | 0.21%      |
| Net PNL + fees              | 9613.74    |
| Loss to profit ratio        | 0.4561     |
| Price action distance mean  | 0.00749599 |
| Price action distance std   | 0.0147497  |
| Price action distance max   | 0.190489   |
| Closest bankruptcy          | 99.29%     |
| Lowest equity/balance ratio | 0.8403     |
| Equity/balance ratio std    | 0.001666   |
| No. fills                   | 6516       |
| No. entries                 | 3330       |
| No. closes                  | 3186       |
| No. initial entries         | 0          |
| No. reentries               | 0          |
| No. unstuck/EMA entries     | 3330       |
| No. unstuck/EMA closes      | 2951       |
| No. normal closes           | 235        |
| Average n fills per day     | 5.78       |
| Mean hours stuck            | 4.14498    |
| Max hours stuck             | 332.733    |
| PNL sum                     | 10960.0    |
| Profit sum                  | 20140.0    |
| Loss sum                    | -9188.0    |
| Fee sum                     | -1343.0    |
| Volume quote                | 7750660.0  |
|                             |            |
| Short                       | True       |
| ADG realized per exposure   | 0.0553%    |
| Final balance               | 1864.3     |
| Final equity                | 1863.29    |
| Net PNL + fees              | 864.298    |
| Total gain                  | 184.9%     |
| Average daily gain          | 0.0553%    |
| Net PNL + fees              | 864.298    |
| Loss to profit ratio        | 0.8872     |
| Price action distance mean  | 0.00569032 |
| Price action distance std   | 0.00641379 |
| Price action distance max   | 0.108143   |
| Closest bankruptcy          | 77.83%     |
| Lowest equity/balance ratio | 0.878      |
| Equity/balance ratio std    | 0.0038     |
| No. fills                   | 13251      |
| No. entries                 | 7205       |
| No. closes                  | 6046       |
| No. initial entries         | 0          |
| No. reentries               | 0          |
| No. unstuck/EMA entries     | 7205       |
| No. unstuck/EMA closes      | 6025       |
| No. normal closes           | 21         |
| Average n fills per day     | 11.8       |
| Mean hours stuck            | 2.03732    |
| Max hours stuck             | 107.733    |
| PNL sum                     | 1849.0     |
| Profit sum                  | 16400.0    |
| Loss sum                    | -14550.0   |
| Fee sum                     | -984.9     |
| Volume quote                | 5777820.0  |
+-----------------------------+------------+
