+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | MATICUSDT |
| No. days                    | 638.706   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.376%    |
| Final balance               | 16520.7   |
| Final equity                | 16483.2   |
| Net PNL + fees              | 15020.7   |
| Total gain                  | 1009.0%   |
| Average daily gain          | 0.392%    |
| DG mean std ratio           | 0.1999    |
| Price action distance mean  | 0.0224532 |
| Price action distance std   | 0.0201626 |
| Price action distance max   | 0.257153  |
| Closest bankruptcy          | 99.89%    |
| Lowest equity/balance ratio | 0.7954    |
| Equity/balance ratio std    | 0.007322  |
| No. fills                   | 4827      |
| No. entries                 | 2945      |
| No. closes                  | 1882      |
| No. initial entries         | 1439      |
| No. reentries               | 1506      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 1882      |
| Average n fills per day     | 7.56      |
| Mean hours stuck            | 3.31293   |
| Max hours stuck             | 209.1     |
| PNL sum                     | 15130.0   |
| Profit sum                  | 15130.0   |
| Loss sum                    | 0.0       |
| Fee sum                     | -110.8    |
| Biggest pos size            | 115189.0  |
| Biggest pos cost            | 14800.0   |
| Volume quote                | 1107570.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.212%    |
| Final balance               | 1717.11   |
| Final equity                | 1692.78   |
| Net PNL + fees              | 217.105   |
| Total gain                  | 14.58%    |
| Average daily gain          | 0.0191%   |
| DG mean std ratio           | 0.1075    |
| Price action distance mean  | 0.0283583 |
| Price action distance std   | 0.0257202 |
| Price action distance max   | 0.283316  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9605    |
| Equity/balance ratio std    | 0.002107  |
| No. fills                   | 2527      |
| No. entries                 | 1499      |
| No. closes                  | 1028      |
| No. initial entries         | 786       |
| No. reentries               | 713       |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 1028      |
| Average n fills per day     | 3.96      |
| Mean hours stuck            | 6.32905   |
| Max hours stuck             | 190.7     |
| PNL sum                     | 218.7     |
| Profit sum                  | 218.7     |
| Loss sum                    | 0.0       |
| Fee sum                     | -1.554    |
| Biggest pos size            | 5435.0    |
| Biggest pos cost            | 172.0     |
| Volume quote                | 15544.4   |
+-----------------------------+-----------+
