+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | ADAUSDT   |
| No. days                    | 905.665   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.163%    |
| Final balance               | 6571.65   |
| Final equity                | 6569.05   |
| Net PNL + fees              | 5071.65   |
| Total gain                  | 349.6%    |
| Average daily gain          | 0.17%     |
| DG mean std ratio           | 0.1356    |
| Price action distance mean  | 0.0121457 |
| Price action distance std   | 0.0121222 |
| Price action distance max   | 0.229042  |
| Closest bankruptcy          | 99.98%    |
| Lowest equity/balance ratio | 0.8272    |
| Equity/balance ratio std    | 0.004673  |
| No. fills                   | 22137     |
| No. entries                 | 12236     |
| No. closes                  | 9901      |
| No. initial entries         | 9238      |
| No. reentries               | 2998      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 9901      |
| Average n fills per day     | 24.4      |
| Mean hours stuck            | 1.01295   |
| Max hours stuck             | 81.8333   |
| PNL sum                     | 5244.0    |
| Profit sum                  | 5244.0    |
| Loss sum                    | 0.0       |
| Fee sum                     | -172.6    |
| Biggest pos size            | 55908.0   |
| Biggest pos cost            | 5935.0    |
| Volume quote                | 1725810.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.13%     |
| Final balance               | 1687.67   |
| Final equity                | 1687.52   |
| Net PNL + fees              | 187.667   |
| Total gain                  | 13.0%     |
| Average daily gain          | 0.0131%   |
| DG mean std ratio           | 0.08101   |
| Price action distance mean  | 0.0186988 |
| Price action distance std   | 0.019926  |
| Price action distance max   | 0.227946  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9705    |
| Equity/balance ratio std    | 0.001913  |
| No. fills                   | 26297     |
| No. entries                 | 15399     |
| No. closes                  | 10898     |
| No. initial entries         | 10506     |
| No. reentries               | 4893      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 10898     |
| Average n fills per day     | 29.0      |
| Mean hours stuck            | 0.839777  |
| Max hours stuck             | 335.817   |
| PNL sum                     | 195.0     |
| Profit sum                  | 195.0     |
| Loss sum                    | 0.0       |
| Fee sum                     | -7.286    |
| Biggest pos size            | 5100.0    |
| Biggest pos cost            | 167.8     |
| Volume quote                | 72857.0   |
+-----------------------------+-----------+
