+------------------------------------------+
|                 Summary                  |
+-----------------------------+------------+
| Metric                      | Value      |
+-----------------------------+------------+
| Exchange                    | bybit      |
| Market type                 | futures    |
| Symbol                      | ETCUSDT    |
| No. days                    | 906.665    |
| Starting balance            | 1500.0     |
|                             |            |
| Long                        | True       |
| ADG realized per exposure   | 0.246%     |
| Final balance               | 13970.7    |
| Final equity                | 13969.4    |
| Net PNL + fees              | 12470.7    |
| Total gain                  | 889.6%     |
| Average daily gain          | 0.263%     |
| DG mean std ratio           | 0.1459     |
| Price action distance mean  | 0.00924857 |
| Price action distance std   | 0.0212458  |
| Price action distance max   | 0.782257   |
| Closest bankruptcy          | 99.9%      |
| Lowest equity/balance ratio | 0.561      |
| Equity/balance ratio std    | 0.01627    |
| No. fills                   | 58468      |
| No. entries                 | 31623      |
| No. closes                  | 26845      |
| No. initial entries         | 26109      |
| No. reentries               | 5514       |
| No. unstuck entries         | 0          |
| No. unstuck closes          | 0          |
| No. normal closes           | 26845      |
| Average n fills per day     | 64.5       |
| Mean hours stuck            | 0.376639   |
| Max hours stuck             | 189.467    |
| PNL sum                     | 13340.0    |
| Profit sum                  | 13340.0    |
| Loss sum                    | 0.0        |
| Fee sum                     | -873.4     |
| Biggest pos size            | 919.3      |
| Biggest pos cost            | 13810.0    |
| Volume quote                | 8734430.0  |
|                             |            |
| Short                       | True       |
| ADG realized per exposure   | 0.121%     |
| Final balance               | 1840.36    |
| Final equity                | 1840.35    |
| Net PNL + fees              | 340.363    |
| Total gain                  | 23.29%     |
| Average daily gain          | 0.0229%    |
| DG mean std ratio           | 0.08971    |
| Price action distance mean  | 0.0248029  |
| Price action distance std   | 0.0225538  |
| Price action distance max   | 0.371346   |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9052     |
| Equity/balance ratio std    | 0.002967   |
| No. fills                   | 14141      |
| No. entries                 | 8859       |
| No. closes                  | 5282       |
| No. initial entries         | 5120       |
| No. reentries               | 3739       |
| No. unstuck entries         | 0          |
| No. unstuck closes          | 0          |
| No. normal closes           | 5282       |
| Average n fills per day     | 15.6       |
| Mean hours stuck            | 1.55885    |
| Max hours stuck             | 214.917    |
| PNL sum                     | 349.3      |
| Profit sum                  | 349.3      |
| Loss sum                    | 0.0        |
| Fee sum                     | -8.951     |
| Biggest pos size            | 43.3       |
| Biggest pos cost            | 340.3      |
| Volume quote                | 89512.7    |
+-----------------------------+------------+
