+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | EOSUSDT   |
| No. days                    | 937.665   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.157%    |
| Final balance               | 6508.57   |
| Final equity                | 6507.54   |
| Net PNL + fees              | 5008.57   |
| Total gain                  | 346.7%    |
| Average daily gain          | 0.162%    |
| DG mean std ratio           | 0.1552    |
| Price action distance mean  | 0.0122976 |
| Price action distance std   | 0.01535   |
| Price action distance max   | 0.423051  |
| Closest bankruptcy          | 99.95%    |
| Lowest equity/balance ratio | 0.7026    |
| Equity/balance ratio std    | 0.008419  |
| No. fills                   | 22608     |
| No. entries                 | 11719     |
| No. closes                  | 10889     |
| No. initial entries         | 9426      |
| No. reentries               | 2285      |
| No. unstuck entries         | 8         |
| No. unstuck closes          | 1265      |
| No. normal closes           | 9624      |
| Average n fills per day     | 24.1      |
| Mean hours stuck            | 1.0033    |
| Max hours stuck             | 350.8     |
| PNL sum                     | 5201.0    |
| Profit sum                  | 5427.0    |
| Loss sum                    | -226.2    |
| Fee sum                     | -192.3    |
| Biggest pos size            | 3490.3    |
| Biggest pos cost            | 5841.0    |
| Volume quote                | 1922740.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.133%    |
| Final balance               | 1698.88   |
| Final equity                | 1698.88   |
| Net PNL + fees              | 198.883   |
| Total gain                  | 13.77%    |
| Average daily gain          | 0.0134%   |
| DG mean std ratio           | 0.0925    |
| Price action distance mean  | 0.0132488 |
| Price action distance std   | 0.015557  |
| Price action distance max   | 0.232867  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9696    |
| Equity/balance ratio std    | 0.001214  |
| No. fills                   | 26313     |
| No. entries                 | 18476     |
| No. closes                  | 7837      |
| No. initial entries         | 7780      |
| No. reentries               | 10696     |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 3         |
| No. normal closes           | 7834      |
| Average n fills per day     | 28.1      |
| Mean hours stuck            | 0.87333   |
| Max hours stuck             | 125.8     |
| PNL sum                     | 206.5     |
| Profit sum                  | 206.5     |
| Loss sum                    | -0.01088  |
| Fee sum                     | -7.604    |
| Biggest pos size            | 162.6     |
| Biggest pos cost            | 169.7     |
| Volume quote                | 76042.4   |
+-----------------------------+-----------+
