+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | SANDUSDT  |
| No. days                    | 543.707   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.417%    |
| Final balance               | 14435.1   |
| Final equity                | 14410.4   |
| Net PNL + fees              | 12935.1   |
| Total gain                  | 869.1%    |
| Average daily gain          | 0.439%    |
| DG mean std ratio           | 0.209     |
| Price action distance mean  | 0.0360841 |
| Price action distance std   | 0.0371665 |
| Price action distance max   | 0.859258  |
| Closest bankruptcy          | 99.95%    |
| Lowest equity/balance ratio | 0.5378    |
| Equity/balance ratio std    | 0.02503   |
| No. fills                   | 5633      |
| No. entries                 | 3443      |
| No. closes                  | 2190      |
| No. initial entries         | 1258      |
| No. reentries               | 2185      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 2190      |
| Average n fills per day     | 10.4      |
| Mean hours stuck            | 2.59165   |
| Max hours stuck             | 231.5     |
| PNL sum                     | 13040.0   |
| Profit sum                  | 13040.0   |
| Loss sum                    | 0.0       |
| Fee sum                     | -101.6    |
| Biggest pos size            | 19331.0   |
| Biggest pos cost            | 13050.0   |
| Volume quote                | 1015950.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.223%    |
| Final balance               | 1693.66   |
| Final equity                | 1693.73   |
| Net PNL + fees              | 193.664   |
| Total gain                  | 13.07%    |
| Average daily gain          | 0.0224%   |
| DG mean std ratio           | 0.1579    |
| Price action distance mean  | 0.0270514 |
| Price action distance std   | 0.0229977 |
| Price action distance max   | 0.233123  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9697    |
| Equity/balance ratio std    | 0.001404  |
| No. fills                   | 4420      |
| No. entries                 | 2422      |
| No. closes                  | 1998      |
| No. initial entries         | 1675      |
| No. reentries               | 747       |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 1998      |
| Average n fills per day     | 8.13      |
| Mean hours stuck            | 3.11952   |
| Max hours stuck             | 145.533   |
| PNL sum                     | 196.1     |
| Profit sum                  | 196.1     |
| Loss sum                    | 0.0       |
| Fee sum                     | -2.405    |
| Biggest pos size            | 1159.0    |
| Biggest pos cost            | 169.3     |
| Volume quote                | 24052.8   |
+-----------------------------+-----------+
