+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | ETCUSDT   |
| No. days                    | 896.665   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.206%    |
| Final balance               | 9480.64   |
| Final equity                | 9493.3    |
| Net PNL + fees              | 7980.64   |
| Total gain                  | 543.5%    |
| Average daily gain          | 0.228%    |
| DG mean std ratio           | 0.1049    |
| Price action distance mean  | 0.0158043 |
| Price action distance std   | 0.0201052 |
| Price action distance max   | 0.679988  |
| Closest bankruptcy          | 99.57%    |
| Lowest equity/balance ratio | 0.5953    |
| Equity/balance ratio std    | 0.01502   |
| No. fills                   | 15855     |
| No. entries                 | 8655      |
| No. closes                  | 7200      |
| No. initial entries         | 6440      |
| No. reentries               | 2215      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 7200      |
| Average n fills per day     | 17.7      |
| Mean hours stuck            | 1.41411   |
| Max hours stuck             | 258.4     |
| PNL sum                     | 8152.0    |
| Profit sum                  | 8152.0    |
| Loss sum                    | 0.0       |
| Fee sum                     | -171.5    |
| Biggest pos size            | 580.1     |
| Biggest pos cost            | 9266.0    |
| Volume quote                | 1714880.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.222%    |
| Final balance               | 1830.18   |
| Final equity                | 1829.76   |
| Net PNL + fees              | 330.18    |
| Total gain                  | 22.15%    |
| Average daily gain          | 0.0266%   |
| DG mean std ratio           | 0.02807   |
| Price action distance mean  | 0.0672737 |
| Price action distance std   | 0.0992338 |
| Price action distance max   | 0.787691  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.628     |
| Equity/balance ratio std    | 0.02437   |
| No. fills                   | 3267      |
| No. entries                 | 2517      |
| No. closes                  | 750       |
| No. initial entries         | 270       |
| No. reentries               | 2247      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 750       |
| Average n fills per day     | 3.64      |
| Mean hours stuck            | 9.37688   |
| Max hours stuck             | 868.2     |
| PNL sum                     | 332.2     |
| Profit sum                  | 332.2     |
| Loss sum                    | 0.0       |
| Fee sum                     | -2.05     |
| Biggest pos size            | 23.1      |
| Biggest pos cost            | 176.0     |
| Volume quote                | 20497.2   |
+-----------------------------+-----------+
