+------------------------------------------+
|                 Summary                  |
+-----------------------------+------------+
| Metric                      | Value      |
+-----------------------------+------------+
| Exchange                    | bybit      |
| Market type                 | futures    |
| Symbol                      | SOLUSDT    |
| No. days                    | 664.707    |
| Starting balance            | 1500.0     |
|                             |            |
| Long                        | True       |
| ADG realized per exposure   | 0.438%     |
| Final balance               | 27386.9    |
| Final equity                | 27294.3    |
| Net PNL + fees              | 25886.9    |
| Total gain                  | 1814.0%    |
| Average daily gain          | 0.449%     |
| DG mean std ratio           | 0.2808     |
| Price action distance mean  | 0.0128106  |
| Price action distance std   | 0.0174253  |
| Price action distance max   | 0.467681   |
| Closest bankruptcy          | 99.79%     |
| Lowest equity/balance ratio | 0.6812     |
| Equity/balance ratio std    | 0.01391    |
| No. fills                   | 52769      |
| No. entries                 | 28902      |
| No. closes                  | 23867      |
| No. initial entries         | 22100      |
| No. reentries               | 6802       |
| No. unstuck entries         | 0          |
| No. unstuck closes          | 0          |
| No. normal closes           | 23867      |
| Average n fills per day     | 79.4       |
| Mean hours stuck            | 0.31188    |
| Max hours stuck             | 141.7      |
| PNL sum                     | 27210.0    |
| Profit sum                  | 27210.0    |
| Loss sum                    | 0.0        |
| Fee sum                     | -1323.0    |
| Biggest pos size            | 1616.7     |
| Biggest pos cost            | 27040.0    |
| Volume quote                | 13231300.0 |
|                             |            |
| Short                       | True       |
| ADG realized per exposure   | 0.158%     |
| Final balance               | 1691.91    |
| Final equity                | 1690.82    |
| Net PNL + fees              | 191.911    |
| Total gain                  | 12.87%     |
| Average daily gain          | 0.0442%    |
| DG mean std ratio           | 0.01933    |
| Price action distance mean  | 0.308465   |
| Price action distance std   | 0.311141   |
| Price action distance max   | 0.838101   |
| Closest bankruptcy          | 58.11%     |
| Lowest equity/balance ratio | 0.4094     |
| Equity/balance ratio std    | 0.153      |
| No. fills                   | 1872       |
| No. entries                 | 1362       |
| No. closes                  | 510        |
| No. initial entries         | 299        |
| No. reentries               | 1063       |
| No. unstuck entries         | 0          |
| No. unstuck closes          | 0          |
| No. normal closes           | 510        |
| Average n fills per day     | 2.82       |
| Mean hours stuck            | 9.17892    |
| Max hours stuck             | 6473.63    |
| PNL sum                     | 193.0      |
| Profit sum                  | 193.0      |
| Loss sum                    | 0.0        |
| Fee sum                     | -1.13      |
| Biggest pos size            | 92.0       |
| Biggest pos cost            | 189.4      |
| Volume quote                | 11303.3    |
+-----------------------------+------------+
