+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | DYDXUSDT  |
| No. days                    | 303.853   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.281%    |
| Final balance               | 3519.76   |
| Final equity                | 3519.52   |
| Net PNL + fees              | 2019.76   |
| Total gain                  | 141.1%    |
| Average daily gain          | 0.289%    |
| DG mean std ratio           | 0.2245    |
| Price action distance mean  | 0.0141058 |
| Price action distance std   | 0.0194103 |
| Price action distance max   | 0.297752  |
| Closest bankruptcy          | 99.6%     |
| Lowest equity/balance ratio | 0.7705    |
| Equity/balance ratio std    | 0.01363   |
| No. fills                   | 17996     |
| No. entries                 | 11671     |
| No. closes                  | 6325      |
| No. initial entries         | 6098      |
| No. reentries               | 5573      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 6325      |
| Average n fills per day     | 59.2      |
| Mean hours stuck            | 0.412773  |
| Max hours stuck             | 122.667   |
| PNL sum                     | 2117.0    |
| Profit sum                  | 2117.0    |
| Loss sum                    | 0.0       |
| Fee sum                     | -96.87    |
| Biggest pos size            | 3272.9    |
| Biggest pos cost            | 3411.0    |
| Volume quote                | 968717.0  |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.399%    |
| Final balance               | 1693.1    |
| Final equity                | 1693.09   |
| Net PNL + fees              | 193.099   |
| Total gain                  | 13.37%    |
| Average daily gain          | 0.0398%   |
| DG mean std ratio           | 0.2487    |
| Price action distance mean  | 0.0106947 |
| Price action distance std   | 0.0142313 |
| Price action distance max   | 0.162911  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9806    |
| Equity/balance ratio std    | 0.001456  |
| No. fills                   | 24315     |
| No. entries                 | 16342     |
| No. closes                  | 7973      |
| No. initial entries         | 7698      |
| No. reentries               | 8644      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 7973      |
| Average n fills per day     | 80.0      |
| Mean hours stuck            | 0.307245  |
| Max hours stuck             | 93.2333   |
| PNL sum                     | 200.6     |
| Profit sum                  | 200.6     |
| Loss sum                    | 0.0       |
| Fee sum                     | -7.506    |
| Biggest pos size            | 144.6     |
| Biggest pos cost            | 169.0     |
| Volume quote                | 75055.8   |
+-----------------------------+-----------+
