+------------------------------------------+
|                 Summary                  |
+-----------------------------+------------+
| Metric                      | Value      |
+-----------------------------+------------+
| Exchange                    | bybit      |
| Market type                 | futures    |
| Symbol                      | ETHUSDT    |
| Passivbot mode              | clock      |
| No. days                    | 1100.0     |
| Starting balance            | 500.0      |
|                             |            |
| Long                        | True       |
| ADG realized per exposure   | 0.436%     |
| Final balance               | 1706.1     |
| Final equity                | 1692.52    |
| Net PNL + fees              | 1206.1     |
| Total gain                  | 246.3%     |
| Average daily gain          | 0.109%     |
| Net PNL + fees              | 1206.1     |
| Loss to profit ratio        | 0.5416     |
| Price action distance mean  | 0.0937794  |
| Price action distance std   | 0.11296    |
| Price action distance max   | 1.88456    |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.8358     |
| Equity/balance ratio std    | 0.02001    |
| No. fills                   | 7939       |
| No. entries                 | 2919       |
| No. closes                  | 5020       |
| No. initial entries         | 0          |
| No. reentries               | 0          |
| No. unstuck/EMA entries     | 2919       |
| No. unstuck/EMA closes      | 3499       |
| No. normal closes           | 1521       |
| Average n fills per day     | 7.04       |
| Mean hours stuck            | 3.40647    |
| Max hours stuck             | 131.183    |
| PNL sum                     | 1231.0     |
| Profit sum                  | 2687.0     |
| Loss sum                    | -1455.0    |
| Fee sum                     | -25.33     |
| Volume quote                | 2136500.0  |
|                             |            |
| Short                       | True       |
| ADG realized per exposure   | 0.965%     |
| Final balance               | 1483.04    |
| Final equity                | 1483.06    |
| Net PNL + fees              | 983.036    |
| Total gain                  | 233.3%     |
| Average daily gain          | 0.0965%    |
| Net PNL + fees              | 983.036    |
| Loss to profit ratio        | 0.5664     |
| Price action distance mean  | 0.00619208 |
| Price action distance std   | 0.00628619 |
| Price action distance max   | 0.0531448  |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9945     |
| Equity/balance ratio std    | 0.0002408  |
| No. fills                   | 106586     |
| No. entries                 | 53843      |
| No. closes                  | 52743      |
| No. initial entries         | 0          |
| No. reentries               | 0          |
| No. unstuck/EMA entries     | 53843      |
| No. unstuck/EMA closes      | 49322      |
| No. normal closes           | 3421       |
| Average n fills per day     | 94.6       |
| Mean hours stuck            | 0.25376    |
| Max hours stuck             | 15.8333    |
| PNL sum                     | 1167.0     |
| Profit sum                  | 2691.0     |
| Loss sum                    | -1524.0    |
| Fee sum                     | -183.6     |
| Volume quote                | 941269.0   |
+-----------------------------+------------+
