+------------------------------------------+
|                 Summary                  |
+-----------------------------+------------+
| Metric                      | Value      |
+-----------------------------+------------+
| Exchange                    | bybit      |
| Market type                 | futures    |
| Symbol                      | XRPUSDT    |
| No. days                    | 939.651    |
| Starting balance            | 1500.0     |
|                             |            |
| Long                        | True       |
| ADG realized per exposure   | 0.471%     |
| Final balance               | 2335.9     |
| Final equity                | 2335.88    |
| Net PNL + fees              | 835.899    |
| Total gain                  | 58.24%     |
| Average daily gain          | 0.0473%    |
| DG mean std ratio           | 0.2726     |
| Price action distance mean  | 0.00620014 |
| Price action distance std   | 0.00830776 |
| Price action distance max   | 0.341583   |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9745     |
| Equity/balance ratio std    | 0.0006499  |
| No. fills                   | 57817      |
| No. entries                 | 32033      |
| No. closes                  | 25784      |
| No. initial entries         | 21083      |
| No. reentries               | 10649      |
| No. unstuck entries         | 301        |
| No. unstuck closes          | 125        |
| No. normal closes           | 25659      |
| Average n fills per day     | 61.5       |
| Mean hours stuck            | 0.422711   |
| Max hours stuck             | 77.5167    |
| PNL sum                     | 873.6      |
| Profit sum                  | 999.5      |
| Loss sum                    | -125.9     |
| Fee sum                     | -37.7      |
| Biggest pos size            | 1200.0     |
| Biggest pos cost            | 233.2      |
| Volume quote                | 377049.0   |
|                             |            |
| Short                       | True       |
| ADG realized per exposure   | 0.221%     |
| Final balance               | 1846.58    |
| Final equity                | 1846.58    |
| Net PNL + fees              | 346.579    |
| Total gain                  | 24.29%     |
| Average daily gain          | 0.0223%    |
| DG mean std ratio           | 0.121      |
| Price action distance mean  | 0.0143702  |
| Price action distance std   | 0.020512   |
| Price action distance max   | 0.301897   |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9565     |
| Equity/balance ratio std    | 0.002449   |
| No. fills                   | 41781      |
| No. entries                 | 22484      |
| No. closes                  | 19297      |
| No. initial entries         | 18920      |
| No. reentries               | 3564       |
| No. unstuck entries         | 0          |
| No. unstuck closes          | 6          |
| No. normal closes           | 19291      |
| Average n fills per day     | 44.5       |
| Mean hours stuck            | 0.544593   |
| Max hours stuck             | 576.8      |
| PNL sum                     | 364.4      |
| Profit sum                  | 365.2      |
| Loss sum                    | -0.8205    |
| Fee sum                     | -17.77     |
| Biggest pos size            | 1086.0     |
| Biggest pos cost            | 184.5      |
| Volume quote                | 177713.0   |
+-----------------------------+------------+
