+------------------------------------------+
|                 Summary                  |
+-----------------------------+------------+
| Metric                      | Value      |
+-----------------------------+------------+
| Exchange                    | bybit      |
| Market type                 | futures    |
| Symbol                      | XLMUSDT    |
| No. days                    | 925.663    |
| Starting balance            | 1500.0     |
|                             |            |
| Long                        | True       |
| ADG realized per exposure   | 0.315%     |
| Final balance               | 2006.94    |
| Final equity                | 2006.87    |
| Net PNL + fees              | 506.938    |
| Total gain                  | 34.7%      |
| Average daily gain          | 0.0326%    |
| DG mean std ratio           | 0.06437    |
| Price action distance mean  | 0.00908963 |
| Price action distance std   | 0.0113675  |
| Price action distance max   | 0.659843   |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9602     |
| Equity/balance ratio std    | 0.0007532  |
| No. fills                   | 38369      |
| No. entries                 | 22239      |
| No. closes                  | 16130      |
| No. initial entries         | 15219      |
| No. reentries               | 7004       |
| No. unstuck entries         | 16         |
| No. unstuck closes          | 255        |
| No. normal closes           | 15875      |
| Average n fills per day     | 41.5       |
| Mean hours stuck            | 0.589688   |
| Max hours stuck             | 64.9833    |
| PNL sum                     | 520.5      |
| Profit sum                  | 557.1      |
| Loss sum                    | -36.59     |
| Fee sum                     | -13.61     |
| Biggest pos size            | 4239.0     |
| Biggest pos cost            | 199.6      |
| Volume quote                | 136099.0   |
|                             |            |
| Short                       | True       |
| ADG realized per exposure   | 0.285%     |
| Final balance               | 1952.95    |
| Final equity                | 1952.96    |
| Net PNL + fees              | 452.953    |
| Total gain                  | 30.88%     |
| Average daily gain          | 0.0294%    |
| DG mean std ratio           | 0.06744    |
| Price action distance mean  | 0.0138064  |
| Price action distance std   | 0.0109065  |
| Price action distance max   | 0.288044   |
| Closest bankruptcy          | 100.0%     |
| Lowest equity/balance ratio | 0.9812     |
| Equity/balance ratio std    | 0.0008873  |
| No. fills                   | 26318      |
| No. entries                 | 14181      |
| No. closes                  | 12137      |
| No. initial entries         | 11265      |
| No. reentries               | 2897       |
| No. unstuck entries         | 19         |
| No. unstuck closes          | 0          |
| No. normal closes           | 12137      |
| Average n fills per day     | 28.4       |
| Mean hours stuck            | 0.871759   |
| Max hours stuck             | 98.8333    |
| PNL sum                     | 463.3      |
| Profit sum                  | 463.3      |
| Loss sum                    | 0.0        |
| Fee sum                     | -10.3      |
| Biggest pos size            | 4393.0     |
| Biggest pos cost            | 195.0      |
| Volume quote                | 103033.0   |
+-----------------------------+------------+
