+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | MANAUSDT  |
| Passivbot mode              | clock     |
| No. days                    | 690.0     |
| Starting balance            | 500.0     |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.399%    |
| Final balance               | 992.335   |
| Final equity                | 992.335   |
| Net PNL + fees              | 492.335   |
| Total gain                  | 98.97%    |
| Average daily gain          | 0.0997%   |
| Net PNL + fees              | 492.335   |
| Loss to profit ratio        | 0.07274   |
| Price action distance mean  | 0.0203285 |
| Price action distance std   | 0.0239621 |
| Price action distance max   | 0.581949  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.908     |
| Equity/balance ratio std    | 0.003477  |
| No. fills                   | 2782      |
| No. entries                 | 1284      |
| No. closes                  | 1498      |
| No. initial entries         | 0         |
| No. reentries               | 0         |
| No. unstuck/EMA entries     | 1284      |
| No. unstuck/EMA closes      | 1443      |
| No. normal closes           | 55        |
| Average n fills per day     | 4.05      |
| Mean hours stuck            | 5.93444   |
| Max hours stuck             | 95.7833   |
| PNL sum                     | 494.9     |
| Profit sum                  | 533.7     |
| Loss sum                    | -38.82    |
| Fee sum                     | -2.527    |
| Volume quote                | 79279.3   |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.209%    |
| Final balance               | 577.276   |
| Final equity                | 577.264   |
| Net PNL + fees              | 77.2759   |
| Total gain                  | 15.66%    |
| Average daily gain          | 0.0209%   |
| Net PNL + fees              | 77.2759   |
| Loss to profit ratio        | 0.03651   |
| Price action distance mean  | 0.025755  |
| Price action distance std   | 0.0296319 |
| Price action distance max   | 0.317436  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9791    |
| Equity/balance ratio std    | 0.001239  |
| No. fills                   | 2361      |
| No. entries                 | 1069      |
| No. closes                  | 1292      |
| No. initial entries         | 0         |
| No. reentries               | 0         |
| No. unstuck/EMA entries     | 1069      |
| No. unstuck/EMA closes      | 200       |
| No. normal closes           | 1092      |
| Average n fills per day     | 3.43      |
| Mean hours stuck            | 6.99314   |
| Max hours stuck             | 76.9333   |
| PNL sum                     | 78.29     |
| Profit sum                  | 81.26     |
| Loss sum                    | -2.966    |
| Fee sum                     | -1.013    |
| Volume quote                | 19262.0   |
+-----------------------------+-----------+
