+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | HNTUSDT   |
| No. days                    | 671.707   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.33%     |
| Final balance               | 13758.5   |
| Final equity                | 13725.5   |
| Net PNL + fees              | 12258.5   |
| Total gain                  | 848.1%    |
| Average daily gain          | 0.352%    |
| DG mean std ratio           | 0.1692    |
| Price action distance mean  | 0.0214534 |
| Price action distance std   | 0.0294223 |
| Price action distance max   | 0.761971  |
| Closest bankruptcy          | 99.99%    |
| Lowest equity/balance ratio | 0.5675    |
| Equity/balance ratio std    | 0.01982   |
| No. fills                   | 32980     |
| No. entries                 | 20526     |
| No. closes                  | 12454     |
| No. initial entries         | 12206     |
| No. reentries               | 8320      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 7         |
| No. normal closes           | 12447     |
| Average n fills per day     | 49.1      |
| Mean hours stuck            | 0.492604  |
| Max hours stuck             | 286.15    |
| PNL sum                     | 12720.0   |
| Profit sum                  | 12720.0   |
| Loss sum                    | -0.2345   |
| Fee sum                     | -462.6    |
| Biggest pos size            | 1915.71   |
| Biggest pos cost            | 12560.0   |
| Volume quote                | 4625690.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.157%    |
| Final balance               | 1666.67   |
| Final equity                | 1666.67   |
| Net PNL + fees              | 166.67    |
| Total gain                  | 11.57%    |
| Average daily gain          | 0.0158%   |
| DG mean std ratio           | 0.1023    |
| Price action distance mean  | 0.0191958 |
| Price action distance std   | 0.0200768 |
| Price action distance max   | 0.282944  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9606    |
| Equity/balance ratio std    | 0.001543  |
| No. fills                   | 26689     |
| No. entries                 | 15158     |
| No. closes                  | 11531     |
| No. initial entries         | 11521     |
| No. reentries               | 3637      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 11531     |
| Average n fills per day     | 39.7      |
| Mean hours stuck            | 0.604483  |
| Max hours stuck             | 168.45    |
| PNL sum                     | 173.6     |
| Profit sum                  | 173.6     |
| Loss sum                    | 0.0       |
| Fee sum                     | -6.926    |
| Biggest pos size            | 150.44    |
| Biggest pos cost            | 165.3     |
| Volume quote                | 69260.9   |
+-----------------------------+-----------+
