+--------------------------------------------+
|                  Summary                   |
+--------------------------------+-----------+
| Metric                         | Value     |
+--------------------------------+-----------+
| Exchange                       | bybit     |
| Market type                    | futures   |
| Symbol                         | HNTUSDT   |
| Passivbot mode                 | clock     |
| ADG n subdivisions             | 10        |
| No. days                       | 950.0     |
| Starting balance               | 1000.0    |
|                                |           |
| Long                           | True      |
| ADG per exposure               | 0.198%    |
| ADG weighted per exposure      | 0.105%    |
| Final balance                  | 1459.19   |
| Final equity                   | 1458.96   |
| Net PNL + fees                 | 459.191   |
| Net Total gain                 | 45.92%    |
| Average daily gain             | 0.0396%   |
| Average daily gain weighted    | 0.0211%   |
| Loss to profit ratio           | 0.09438   |
| Price action distance mean     | 0.0134409 |
| Price action distance std      | 0.011751  |
| Price action distance max      | 0.447501  |
| Closest bankruptcy             | 100.0%    |
| Lowest equity/balance ratio    | 0.9382    |
| Mean of 10 worst eq/bal ratios | 0.9699    |
| Equity/balance ratio std       | 0.001159  |
| No. fills                      | 9155      |
| No. entries                    | 5225      |
| No. closes                     | 3930      |
| No. initial entries            | 0         |
| No. reentries                  | 0         |
| No. unstuck/EMA entries        | 5225      |
| No. unstuck/EMA closes         | 3777      |
| No. normal closes              | 153       |
| Average n fills per day        | 9.59      |
| Mean hours stuck               | 2.36766   |
| Max hours stuck                | 71.7833   |
| PNL sum                        | 465.1     |
| Profit sum                     | 513.6     |
| Loss sum                       | -48.48    |
| Fee sum                        | -5.953    |
| Volume quote                   | 93016.2   |
|                                |           |
| Short                          | True      |
| ADG per exposure               | 0.0878%   |
| ADG weighted per exposure      | 0.051%    |
| Final balance                  | 1087.39   |
| Final equity                   | 1087.39   |
| Net PNL + fees                 | 87.3919   |
| Net Total gain                 | 8.739%    |
| Average daily gain             | 0.00878%  |
| Average daily gain weighted    | 0.0051%   |
| Loss to profit ratio           | 0.02485   |
| Price action distance mean     | 0.0140787 |
| Price action distance std      | 0.0143812 |
| Price action distance max      | 0.145532  |
| Closest bankruptcy             | 100.0%    |
| Lowest equity/balance ratio    | 0.983     |
| Mean of 10 worst eq/bal ratios | 0.9846    |
| Equity/balance ratio std       | 0.0009427 |
| No. fills                      | 9869      |
| No. entries                    | 5366      |
| No. closes                     | 4503      |
| No. initial entries            | 0         |
| No. reentries                  | 0         |
| No. unstuck/EMA entries        | 5366      |
| No. unstuck/EMA closes         | 1190      |
| No. normal closes              | 3313      |
| Average n fills per day        | 10.3      |
| Mean hours stuck               | 2.19632   |
| Max hours stuck                | 47.05     |
| PNL sum                        | 89.5      |
| Profit sum                     | 91.78     |
| Loss sum                       | -2.281    |
| Fee sum                        | -2.109    |
| Volume quote                   | 43718.4   |
+--------------------------------+-----------+
