+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | NEARUSDT  |
| No. days                    | 647.665   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.262%    |
| Final balance               | 8178.71   |
| Final equity                | 8174.19   |
| Net PNL + fees              | 6678.71   |
| Total gain                  | 463.7%    |
| Average daily gain          | 0.266%    |
| DG mean std ratio           | 0.2991    |
| Price action distance mean  | 0.0194249 |
| Price action distance std   | 0.0211231 |
| Price action distance max   | 0.551694  |
| Closest bankruptcy          | 99.89%    |
| Lowest equity/balance ratio | 0.6444    |
| Equity/balance ratio std    | 0.007765  |
| No. fills                   | 37530     |
| No. entries                 | 22203     |
| No. closes                  | 15327     |
| No. initial entries         | 14181     |
| No. reentries               | 8022      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 15327     |
| Average n fills per day     | 57.9      |
| Mean hours stuck            | 0.426657  |
| Max hours stuck             | 78.5167   |
| PNL sum                     | 6956.0    |
| Profit sum                  | 6956.0    |
| Loss sum                    | 0.0       |
| Fee sum                     | -277.0    |
| Biggest pos size            | 1867.4    |
| Biggest pos cost            | 7528.0    |
| Volume quote                | 2769960.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.198%    |
| Final balance               | 1704.76   |
| Final equity                | 1704.76   |
| Net PNL + fees              | 204.757   |
| Total gain                  | 14.2%     |
| Average daily gain          | 0.0198%   |
| DG mean std ratio           | 0.1374    |
| Price action distance mean  | 0.0185996 |
| Price action distance std   | 0.0187043 |
| Price action distance max   | 0.283261  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9606    |
| Equity/balance ratio std    | 0.001201  |
| No. fills                   | 29460     |
| No. entries                 | 16595     |
| No. closes                  | 12865     |
| No. initial entries         | 12304     |
| No. reentries               | 4291      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 17        |
| No. normal closes           | 12848     |
| Average n fills per day     | 45.5      |
| Mean hours stuck            | 0.536665  |
| Max hours stuck             | 71.8667   |
| PNL sum                     | 213.0     |
| Profit sum                  | 213.3     |
| Loss sum                    | -0.2428   |
| Fee sum                     | -8.261    |
| Biggest pos size            | 207.0     |
| Biggest pos cost            | 168.2     |
| Volume quote                | 82608.9   |
+-----------------------------+-----------+
