timestamp,trade_id,timestamp,pnl,fee_paid,balance,equity,qty,price,psize,pprice,type,wallet_exposure
1655124000000.0,760,1655124000000.0,0.0,-0.00124065,1499.99875935,1499.98675935,-15.0,0.8271,-15.0,0.8271,short_ientry,0.008271006840949757
1655127180000.0,813,1655127180000.0,0.0,-8.303000000000001e-05,1499.99867632,1499.9618763199999,-1.0,0.8303,-16.0,0.8272999999999999,short_primary_rentry,0.00882454112057906
1655127180000.0,813,1655127180000.0,0.0,-8.35e-05,1499.9985928199999,1499.9671928199998,-1.0,0.835,-17.0,0.8277529411764705,short_primary_rentry,0.009381208800699599
1655131620000.0,887,1655131620000.0,0.4870999999999974,-0.00135847,1500.48433435,1500.48433435,17.0,0.7991,0.0,0.8277529411764705,short_nclose,0.0
1655131680000.0,888,1655131680000.0,0.0,-0.0011973,1500.4831370499999,1500.4951370499998,-15.0,0.7982,-15.0,0.7982,short_ientry,0.007979429894520055
1655131920000.0,892,1655131920000.0,0.0,-8.013000000000001e-05,1500.4830569199999,1500.4109569199998,-1.0,0.8013,-16.0,0.79839375,short_primary_rentry,0.008513458343356074
1655131920000.0,892,1655131920000.0,0.0,-8.058e-05,1500.4829763399998,1500.41377634,-1.0,0.8058,-17.0,0.7988294117647059,short_primary_rentry,0.009050485886300943
1655132280000.0,898,1655132280000.0,0.0,-0.0004064,1500.4825699399998,1500.2472699399998,-5.0,0.8128,-22.0,0.8020045454545455,short_primary_rentry,0.011758950322698877
1655133180000.0,913,1655133180000.0,0.0,-0.0032932000000000005,1500.47927674,1500.27737674,-40.0,0.8233,-62.0,0.8157435483870967,short_primary_rentry,0.03370663013079635
1655133300000.0,915,1655133300000.0,0.0,-0.01141584,1500.4678609,1499.6941609,-136.0,0.8394,-198.0,0.8319924242424241,short_primary_rentry,0.10978875608917747
1655136600000.0,970,1655136600000.0,0.0,-0.03429286,1500.43356804,1493.95716804,-397.0,0.8638,-595.0,0.853215294117647,short_primary_rentry,0.338344269825391
1655138160000.0,996,1655138160000.0,0.0,-0.09927918000000001,1500.33428886,1490.1197888599997,-1102.0,0.9009,-1697.0,0.8841808485562757,short_primary_rentry,1.0000803895111212
1655138400000.0,1000,1655138400000.0,0.6298295816146082,-0.0071873,1500.9569311416146,1517.5605015599997,82.0,0.8765,-1615.0,0.8841808485562757,short_nclose,0.951361122222406
1655138400000.0,1000,1655138400000.0,0.8626806128461884,-0.00831345,1501.8112983044607,1517.4381881099996,95.0,0.8751,-1520.0,0.8841808485562757,short_nclose,0.8948893188663976
1655138400000.0,1000,1655138400000.0,0.9861806128461853,-0.0083011,1502.789177817307,1517.4393870099998,95.0,0.8738,-1425.0,0.8841808485562757,short_nclose,0.8384128178396191
1655138400000.0,1000,1655138400000.0,1.1191806128461916,-0.0082878,1503.900070630153,1517.5735992099997,95.0,0.8724,-1330.0,0.8841808485562757,short_nclose,0.7819406033321777
1655138460000.0,1001,1655138460000.0,1.2426806128461887,-0.00827545,1505.1344757929994,1521.16582376,95.0,0.8711,-1235.0,0.8841808485562757,short_nclose,0.7254922171599886
1655138460000.0,1001,1655138460000.0,1.3756806128461845,-0.00826215,1506.5018942558456,1521.3000616099998,95.0,0.8697,-1140.0,0.8841808485562757,short_nclose,0.6690772651514328
1655138460000.0,1001,1655138460000.0,1.499180612846192,-0.0082498,1507.992825068692,1521.55781181,95.0,0.8684,-1045.0,0.8841808485562757,short_nclose,0.6127144449107174
1655138460000.0,1001,1655138460000.0,1.622680612846189,-0.00823745,1509.607268231538,1521.93907436,95.0,0.8671,-950.0,0.8841808485562757,short_nclose,0.5564174363789762
1655138520000.0,1002,1655138520000.0,1.7556806128461848,-0.008224150000000001,1511.3547246943842,1523.82135021,95.0,0.8657,-855.0,0.8841808485562757,short_nclose,0.5001966865644223
1655139660000.0,1021,1655139660000.0,1.8791806128461923,-0.0082118,1513.2256935072303,1528.5631384099997,95.0,0.8644,-760.0,0.8841808485562757,short_nclose,0.44406954480485683
1655139720000.0,1022,1655139720000.0,1.8639146729522587,-0.0075944,1515.0820137801825,1529.6515440099997,88.0,0.863,-672.0,0.8841808485562757,short_nclose,0.39216987913898044
1655139720000.0,1022,1655139720000.0,2.158161461402461,-0.008272320000000001,1517.2319029215848,1529.7200716899995,96.0,0.8617,-576.0,0.8841808485562757,short_nclose,0.33566929866668926
1655139780000.0,1023,1655139780000.0,2.2925614614024674,-0.00825888,1519.5162055029873,1530.7870128099996,96.0,0.8603,-480.0,0.8841808485562757,short_nclose,0.2793039032884325
1655139840000.0,1024,1655139840000.0,2.4173614614024643,-0.008246400000000001,1521.9253205643897,1532.0555664099995,96.0,0.859,-384.0,0.8841808485562757,short_nclose,0.22308942578056357
1655139840000.0,1024,1655139840000.0,2.55176146140246,-0.008232960000000001,1524.4688490657923,1532.0665334499997,96.0,0.8576,-288.0,0.8841808485562757,short_nclose,0.16703790604855948
1655139900000.0,1025,1655139900000.0,2.6765614614024678,-0.008220479999999999,1527.1371900471947,1532.3367129699996,96.0,0.8563,-192.0,0.8841808485562757,short_nclose,0.11116402902712269
1655140320000.0,1032,1655140320000.0,2.8109614614024636,-0.00820704,1529.9399444685973,1532.7413059299997,96.0,0.8549,-96.0,0.8841808485562757,short_nclose,0.05548019173450941
1655140380000.0,1033,1655140380000.0,2.9357614614024605,-0.00819456,1532.8675113699999,1532.8675113699999,96.0,0.8536,0.0,0.8841808485562757,short_nclose,0.0
1655140440000.0,1034,1655140440000.0,0.0,-0.0011942,1532.8663171699998,1532.8243171699999,-14.0,0.853,-14.0,0.853,short_ientry,0.007790633707737473
1655140500000.0,1035,1655140500000.0,0.0,-8.563e-05,1532.8662315399997,1532.8305315399998,-1.0,0.8563,-15.0,0.85322,short_primary_rentry,0.008349260840029165
1655142180000.0,1063,1655142180000.0,0.0,-8.612e-05,1532.8661454199996,1532.7992454199996,-1.0,0.8612,-16.0,0.85371875,short_primary_rentry,0.00891108466372799
1655144040000.0,1094,1655144040000.0,0.0,-0.00043430000000000004,1532.8657111199996,1532.6234111199994,-5.0,0.8686,-21.0,0.8572619047619047,short_primary_rentry,0.011744342553560246
1655150940000.0,1209,1655150940000.0,0.0,-0.00343161,1532.8622795099996,1532.2008795099996,-39.0,0.8799,-60.0,0.8719766666666666,short_primary_rentry,0.03413131153356083
1655152200000.0,1230,1655152200000.0,0.0,-0.011661000000000001,1532.8506185099995,1530.7412185099995,-130.0,0.897,-190.0,0.889097894736842,short_primary_rentry,0.11020552032931054
1655156520000.0,1302,1655156520000.0,2.763402105263144,-0.00808118,1535.6059394352626,1538.5145373299995,94.0,0.8597,-96.0,0.889097894736842,short_nclose,0.05558287819994143
1655156640000.0,1304,1655156640000.0,3.0525978947368344,-0.00823008,1538.6503072499995,1538.6503072499995,96.0,0.8573,0.0,0.889097894736842,short_nclose,0.0
1655156700000.0,1305,1655156700000.0,0.0,-0.0012033000000000002,1538.6491039499995,1538.6351039499996,-14.0,0.8595,-14.0,0.8595,short_ientry,0.007820496544084706
1655156760000.0,1306,1655156760000.0,0.0,-8.628000000000001e-05,1538.6490176699995,1538.5983176699995,-1.0,0.8628,-15.0,0.85972,short_primary_rentry,0.008381248648589341
1655161020000.0,1377,1655161020000.0,0.4577999999999999,-0.0012438000000000002,1539.1055738699993,1539.1055738699993,15.0,0.8292,0.0,0.85972,short_nclose,0.0
1655161080000.0,1378,1655161080000.0,0.0,-0.00124365,1539.1043302199992,1539.1403302199992,-15.0,0.8291,-15.0,0.8291,short_ientry,0.00808034891190406
1655162400000.0,1400,1655162400000.0,0.0,-8.323000000000001e-05,1539.1042469899992,1538.998646989999,-1.0,0.8323,-16.0,0.8292999999999999,short_primary_rentry,0.008621118436876237
1655162400000.0,1400,1655162400000.0,0.0,-8.37e-05,1539.1041632899992,1538.9996632899993,-1.0,0.837,-17.0,0.8297529411764705,short_primary_rentry,0.009164941747573048
1655162460000.0,1401,1655162460000.0,0.0,-0.00033768,1539.1038256099991,1538.9170256099992,-4.0,0.8442,-21.0,0.8325047619047617,short_primary_rentry,0.01135894779097898
1655164740000.0,1439,1655164740000.0,0.0,-0.0033352800000000004,1539.100490329999,1538.6118903299991,-39.0,0.8552,-60.0,0.8472566666666667,short_primary_rentry,0.03302929231677417
1655168940000.0,1509,1655168940000.0,1.7614000000000019,-0.0049074,1540.856982929999,1540.856982929999,60.0,0.8179,0.0,0.8472566666666667,short_nclose,0.0
1655169000000.0,1510,1655169000000.0,0.0,-0.0012267,1540.855756229999,1540.7867562299991,-15.0,0.8178,-15.0,0.8178,short_ientry,0.007961160511230189
1655169060000.0,1511,1655169060000.0,0.0,-8.224000000000001e-05,1540.855673989999,1540.7130739899992,-1.0,0.8224,-16.0,0.8180875,short_primary_rentry,0.008494890352777425
1655169060000.0,1511,1655169060000.0,0.0,-8.256000000000001e-05,1540.855591429999,1540.711591429999,-1.0,0.8256,-17.0,0.8185294117647058,short_primary_rentry,0.009030697021442555
1655170860000.0,1541,1655170860000.0,0.48159999999999903,-0.0013433400000000002,1541.3358480899992,1541.3358480899992,17.0,0.7902,0.0,0.8185294117647058,short_nclose,0.0
1655170920000.0,1542,1655170920000.0,0.0,-0.00126544,1541.3345826499992,1541.2849826499992,-16.0,0.7909,-16.0,0.7909,short_ientry,0.008210027947496925
1655170980000.0,1543,1655170980000.0,0.0,-7.94e-05,1541.3345032499992,1541.3359032499993,-1.0,0.794,-17.0,0.7910823529411765,short_primary_rentry,0.00872516638772649
1655171220000.0,1547,1655171220000.0,0.0,-7.985e-05,1541.3344233999992,1541.2371233999993,-1.0,0.7985,-18.0,0.7914944444444444,short_primary_rentry,0.009243224431835527
1655173140000.0,1579,1655173140000.0,0.0,-0.00032212,1541.3341012799992,1541.1890012799993,-4.0,0.8053,-22.0,0.7940045454545455,short_primary_rentry,0.01133310421503919
1655174640000.0,1604,1655174640000.0,0.0,-0.0033447800000000003,1541.3307564999993,1540.5425564999994,-41.0,0.8158,-63.0,0.8081888888888888,short_primary_rentry,0.03303372737180569
1655175180000.0,1613,1655175180000.0,0.0,-0.01172697,1541.3190295299994,1540.3682295299993,-141.0,0.8317,-204.0,0.8244392156862745,short_primary_rentry,0.1091179676483236
1655176620000.0,1637,1655176620000.0,0.0,-0.03517749,1541.2838520399994,1533.2053520399993,-411.0,0.8559,-615.0,0.8454642276422764,short_primary_rentry,0.33735544514515936
1655177460000.0,1651,1655177460000.0,0.0,-0.10202417999999999,1541.1818278599994,1509.7321278599993,-1143.0,0.8926,-1758.0,0.8761105233219567,short_primary_rentry,0.9993644306970841
1655205900000.0,2125,1655205900000.0,0.7001681456200131,-0.007990200000000001,1541.8740058056194,1556.5523376599992,92.0,0.8685,-1666.0,0.8761105233219567,short_nclose,0.946640339196683
1655205900000.0,2125,1655205900000.0,0.8830312855517597,-0.00849758,1542.7485395111712,1556.5634400799993,98.0,0.8671,-1568.0,0.8761105233219567,short_nclose,0.8904505597549333
1655206080000.0,2128,1655206080000.0,1.0104312855517565,-0.00848484,1543.750485956723,1559.4949552399994,98.0,0.8658,-1470.0,0.8761105233219567,short_nclose,0.8342555879327382
1655206740000.0,2139,1655206740000.0,1.1378312855517534,-0.008472100000000002,1544.8798451422747,1561.7698831399994,98.0,0.8645,-1372.0,0.8761105233219567,short_nclose,0.7780693377400008
1655206800000.0,2140,1655206800000.0,1.27503128555176,-0.00845838,1546.1464180478263,1561.830024759999,98.0,0.8631,-1274.0,0.8761105233219567,short_nclose,0.7219011043737042
1655206800000.0,2140,1655206800000.0,1.402431285551757,-0.00844564,1547.540403693378,1562.017579119999,98.0,0.8618,-1176.0,0.8761105233219567,short_nclose,0.6657700005555142
1655206980000.0,2143,1655206980000.0,1.3581155290102305,-0.00748635,1548.8910328723885,1566.1086927699994,87.0,0.8605,-1089.0,0.8761105233219567,short_nclose,0.6159790066885983
1655207040000.0,2144,1655207040000.0,1.684041808873717,-0.00850509,1550.5665695912621,1566.4169876799992,99.0,0.8591,-990.0,0.8761105233219567,short_nclose,0.5593758017866819
1655209500000.0,2185,1655209500000.0,1.812741808873714,-0.00849222,1552.3708191801356,1568.507295459999,99.0,0.8578,-891.0,0.8761105233219567,short_nclose,0.5028530983931627
1655209500000.0,2185,1655209500000.0,1.9414418088737109,-0.008479350000000002,1554.3037816390092,1568.6473161099989,99.0,0.8565,-792.0,0.8761105233219567,short_nclose,0.4464246582088963
1655212620000.0,2237,1655212620000.0,0.0,-0.08587840000000001,1554.2179032390093,1523.140637709999,-940.0,0.9136,-1732.0,0.8964570060456061,short_primary_rentry,0.9989999029320277
1655214660000.0,2271,1655214660000.0,0.6521315017853088,-0.00737538,1554.8626593607946,1568.148662329999,83.0,0.8886,-1649.0,0.8964570060456061,short_nclose,0.9507319466896951
1655214660000.0,2271,1655214660000.0,0.8882295864237915,-0.008606810000000001,1555.7422821372186,1568.2467555199992,97.0,0.8873,-1552.0,0.8964570060456061,short_nclose,0.8943006109414631
1655216400000.0,2300,1655216400000.0,1.0240295864237874,-0.00859323,1556.7577184936422,1575.028162289999,97.0,0.8859,-1455.0,0.8964570060456061,short_nclose,0.8378599497540784
1655216400000.0,2300,1655216400000.0,1.1501295864237842,-0.00858062,1557.899267460066,1574.951681669999,97.0,0.8846,-1358.0,0.8964570060456061,short_nclose,0.7814296082151142
1655217000000.0,2310,1655217000000.0,1.2859295864237907,-0.00856704,1559.17663000649,1576.2720146299994,97.0,0.8832,-1261.0,0.8964570060456061,short_nclose,0.7250187457073441
1655217780000.0,2323,1655217780000.0,1.4217295864237864,-0.00855346,1560.5898061329137,1578.4653611699991,97.0,0.8818,-1164.0,0.8964570060456061,short_nclose,0.6686420422178598
1655217840000.0,2324,1655217840000.0,1.547829586423794,-0.00854085,1562.1290948693377,1573.3934203199994,97.0,0.8805,-1067.0,0.8964570060456061,short_nclose,0.6123179118756946
1655222520000.0,2402,1655222520000.0,0.0,-0.0607068,1562.0683880693377,1535.4384135199996,-657.0,0.924,-1724.0,0.9069533790317064,short_primary_rentry,1.0009725805815721
1655223660000.0,2421,1655223660000.0,0.7225108709169845,-0.008271720000000002,1562.7826272202547,1570.3769417999995,92.0,0.8991,-1632.0,0.9069533790317064,short_nclose,0.9471233483139664
1655224320000.0,2432,1655224320000.0,0.8883243870438058,-0.008617920000000001,1563.6623336872985,1576.4931238799995,96.0,0.8977,-1536.0,0.9069533790317064,short_nclose,0.8909087084726628
