+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | XMRUSDT   |
| No. days                    | 909.663   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.126%    |
| Final balance               | 4720.56   |
| Final equity                | 4719.46   |
| Net PNL + fees              | 3220.56   |
| Total gain                  | 224.0%    |
| Average daily gain          | 0.13%     |
| DG mean std ratio           | 0.1387    |
| Price action distance mean  | 0.0133046 |
| Price action distance std   | 0.0197659 |
| Price action distance max   | 0.43919   |
| Closest bankruptcy          | 99.93%    |
| Lowest equity/balance ratio | 0.695     |
| Equity/balance ratio std    | 0.01478   |
| No. fills                   | 24796     |
| No. entries                 | 13549     |
| No. closes                  | 11247     |
| No. initial entries         | 10279     |
| No. reentries               | 3265      |
| No. unstuck entries         | 5         |
| No. unstuck closes          | 202       |
| No. normal closes           | 11045     |
| Average n fills per day     | 27.3      |
| Mean hours stuck            | 0.905025  |
| Max hours stuck             | 202.25    |
| PNL sum                     | 3361.0    |
| Profit sum                  | 3570.0    |
| Loss sum                    | -209.4    |
| Fee sum                     | -140.1    |
| Biggest pos size            | 37.89     |
| Biggest pos cost            | 4499.0    |
| Volume quote                | 1401240.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.115%    |
| Final balance               | 1665.27   |
| Final equity                | 1665.27   |
| Net PNL + fees              | 165.272   |
| Total gain                  | 11.48%    |
| Average daily gain          | 0.0116%   |
| DG mean std ratio           | 0.09695   |
| Price action distance mean  | 0.0235135 |
| Price action distance std   | 0.0201273 |
| Price action distance max   | 0.144896  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9863    |
| Equity/balance ratio std    | 0.001111  |
| No. fills                   | 23035     |
| No. entries                 | 14720     |
| No. closes                  | 8315      |
| No. initial entries         | 7786      |
| No. reentries               | 6930      |
| No. unstuck entries         | 4         |
| No. unstuck closes          | 9         |
| No. normal closes           | 8306      |
| Average n fills per day     | 25.3      |
| Mean hours stuck            | 0.972945  |
| Max hours stuck             | 133.883   |
| PNL sum                     | 172.2     |
| Profit sum                  | 172.9     |
| Loss sum                    | -0.7011   |
| Fee sum                     | -6.954    |
| Biggest pos size            | 2.77      |
| Biggest pos cost            | 164.0     |
| Volume quote                | 69536.8   |
+-----------------------------+-----------+
