+--------------------------------------------+
|                  Summary                   |
+--------------------------------+-----------+
| Metric                         | Value     |
+--------------------------------+-----------+
| Exchange                       | bybit     |
| Market type                    | futures   |
| Symbol                         | AUDIOUSDT |
| Passivbot mode                 | clock     |
| ADG n subdivisions             | 10        |
| No. days                       | 630.0     |
| Starting balance               | 1000.0    |
|                                |           |
| Long                           | True      |
| ADG per exposure               | 0.169%    |
| ADG weighted per exposure      | 0.121%    |
| Final balance                  | 1237.86   |
| Final equity                   | 1237.86   |
| Net PNL + fees                 | 237.855   |
| Net Total gain                 | 23.79%    |
| Average daily gain             | 0.0339%   |
| Average daily gain weighted    | 0.0243%   |
| Loss to profit ratio           | 0.07633   |
| Price action distance mean     | 0.0122062 |
| Price action distance std      | 0.0191395 |
| Price action distance max      | 0.208682  |
| Closest bankruptcy             | 100.0%    |
| Lowest equity/balance ratio    | 0.9655    |
| Mean of 10 worst eq/bal ratios | 0.9666    |
| Equity/balance ratio std       | 0.002158  |
| No. fills                      | 10779     |
| No. entries                    | 4254      |
| No. closes                     | 6525      |
| No. initial entries            | 0         |
| No. reentries                  | 0         |
| No. unstuck/EMA entries        | 4254      |
| No. unstuck/EMA closes         | 6318      |
| No. normal closes              | 207       |
| Average n fills per day        | 17.1      |
| Mean hours stuck               | 1.40196   |
| Max hours stuck                | 70.55     |
| PNL sum                        | 242.4     |
| Profit sum                     | 262.4     |
| Loss sum                       | -20.03    |
| Fee sum                        | -4.543    |
| Volume quote                   | 221798.0  |
|                                |           |
| Short                          | True      |
| ADG per exposure               | 0.289%    |
| ADG weighted per exposure      | 0.266%    |
| Final balance                  | 1199.73   |
| Final equity                   | 1199.55   |
| Net PNL + fees                 | 199.725   |
| Net Total gain                 | 19.97%    |
| Average daily gain             | 0.0289%   |
| Average daily gain weighted    | 0.0266%   |
| Loss to profit ratio           | 0.1294    |
| Price action distance mean     | 0.0121675 |
| Price action distance std      | 0.0155759 |
| Price action distance max      | 0.290307  |
| Closest bankruptcy             | 100.0%    |
| Lowest equity/balance ratio    | 0.9658    |
| Mean of 10 worst eq/bal ratios | 0.9716    |
| Equity/balance ratio std       | 0.001682  |
| No. fills                      | 21358     |
| No. entries                    | 16379     |
| No. closes                     | 4979      |
| No. initial entries            | 0         |
| No. reentries                  | 0         |
| No. unstuck/EMA entries        | 16379     |
| No. unstuck/EMA closes         | 3507      |
| No. normal closes              | 1472      |
| Average n fills per day        | 33.9      |
| Mean hours stuck               | 0.707744  |
| Max hours stuck                | 16.4833   |
| PNL sum                        | 203.3     |
| Profit sum                     | 233.5     |
| Loss sum                       | -30.22    |
| Fee sum                        | -3.568    |
| Volume quote                   | 461539.0  |
+--------------------------------+-----------+
