+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | XTZUSDT   |
| No. days                    | 906.665   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.162%    |
| Final balance               | 6489.01   |
| Final equity                | 6478.97   |
| Net PNL + fees              | 4989.01   |
| Total gain                  | 345.7%    |
| Average daily gain          | 0.169%    |
| DG mean std ratio           | 0.1383    |
| Price action distance mean  | 0.0142554 |
| Price action distance std   | 0.0190017 |
| Price action distance max   | 1.68255   |
| Closest bankruptcy          | 99.97%    |
| Lowest equity/balance ratio | 0.3727    |
| Equity/balance ratio std    | 0.007961  |
| No. fills                   | 28832     |
| No. entries                 | 16143     |
| No. closes                  | 12689     |
| No. initial entries         | 12577     |
| No. reentries               | 3566      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 12689     |
| Average n fills per day     | 31.8      |
| Mean hours stuck            | 0.757527  |
| Max hours stuck             | 238.783   |
| PNL sum                     | 5185.0    |
| Profit sum                  | 5185.0    |
| Loss sum                    | 0.0       |
| Fee sum                     | -195.8    |
| Biggest pos size            | 2034.0    |
| Biggest pos cost            | 4841.0    |
| Volume quote                | 1958080.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.115%    |
| Final balance               | 1664.39   |
| Final equity                | 1664.39   |
| Net PNL + fees              | 164.388   |
| Total gain                  | 11.45%    |
| Average daily gain          | 0.0116%   |
| DG mean std ratio           | 0.08493   |
| Price action distance mean  | 0.0161142 |
| Price action distance std   | 0.0200823 |
| Price action distance max   | 0.222876  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9715    |
| Equity/balance ratio std    | 0.001585  |
| No. fills                   | 24647     |
| No. entries                 | 14386     |
| No. closes                  | 10261     |
| No. initial entries         | 10013     |
| No. reentries               | 4373      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 10261     |
| Average n fills per day     | 27.2      |
| Mean hours stuck            | 0.890962  |
| Max hours stuck             | 188.833   |
| PNL sum                     | 171.7     |
| Profit sum                  | 171.7     |
| Loss sum                    | 0.0       |
| Fee sum                     | -7.289    |
| Biggest pos size            | 89.4      |
| Biggest pos cost            | 162.5     |
| Volume quote                | 72885.8   |
+-----------------------------+-----------+
