+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | MANAUSDT  |
| Passivbot mode              | clock     |
| No. days                    | 690.0     |
| Starting balance            | 1000.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.295%    |
| Final balance               | 1660.03   |
| Final equity                | 1660.03   |
| Net PNL + fees              | 660.033   |
| Total gain                  | 68.08%    |
| Average daily gain          | 0.0737%   |
| Net PNL + fees              | 660.033   |
| Loss to profit ratio        | 0.2305    |
| Price action distance mean  | 0.0114827 |
| Price action distance std   | 0.0198057 |
| Price action distance max   | 0.598487  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9064    |
| Equity/balance ratio std    | 0.001754  |
| No. fills                   | 6918      |
| No. entries                 | 3698      |
| No. closes                  | 3220      |
| No. initial entries         | 0         |
| No. reentries               | 0         |
| No. unstuck/EMA entries     | 3698      |
| No. unstuck/EMA closes      | 3064      |
| No. normal closes           | 156       |
| Average n fills per day     | 10.1      |
| Mean hours stuck            | 2.38596   |
| Max hours stuck             | 74.95     |
| PNL sum                     | 680.8     |
| Profit sum                  | 884.7     |
| Loss sum                    | -203.9    |
| Fee sum                     | -20.74    |
| Volume quote                | 148413.0  |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.182%    |
| Final balance               | 1133.12   |
| Final equity                | 1133.12   |
| Net PNL + fees              | 133.116   |
| Total gain                  | 14.08%    |
| Average daily gain          | 0.0182%   |
| Net PNL + fees              | 133.116   |
| Loss to profit ratio        | 0.3542    |
| Price action distance mean  | 0.0123667 |
| Price action distance std   | 0.0152664 |
| Price action distance max   | 0.232133  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9848    |
| Equity/balance ratio std    | 0.0002909 |
| No. fills                   | 6423      |
| No. entries                 | 3599      |
| No. closes                  | 2824      |
| No. initial entries         | 0         |
| No. reentries               | 0         |
| No. unstuck/EMA entries     | 3599      |
| No. unstuck/EMA closes      | 2823      |
| No. normal closes           | 1         |
| Average n fills per day     | 9.34      |
| Mean hours stuck            | 2.56895   |
| Max hours stuck             | 206.383   |
| PNL sum                     | 140.8     |
| Profit sum                  | 218.0     |
| Loss sum                    | -77.21    |
| Fee sum                     | -7.689    |
| Volume quote                | 48289.7   |
+-----------------------------+-----------+
