+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | TRBUSDT   |
| No. days                    | 698.706   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.222%    |
| Final balance               | 1751.91   |
| Final equity                | 1751.87   |
| Net PNL + fees              | 251.911   |
| Total gain                  | 17.45%    |
| Average daily gain          | 0.0223%   |
| DG mean std ratio           | 0.1654    |
| Price action distance mean  | 0.0148472 |
| Price action distance std   | 0.0188416 |
| Price action distance max   | 0.456398  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9686    |
| Equity/balance ratio std    | 0.001262  |
| No. fills                   | 34319     |
| No. entries                 | 21661     |
| No. closes                  | 12658     |
| No. initial entries         | 11776     |
| No. reentries               | 9866      |
| No. unstuck entries         | 19        |
| No. unstuck closes          | 24        |
| No. normal closes           | 12634     |
| Average n fills per day     | 49.1      |
| Mean hours stuck            | 0.507274  |
| Max hours stuck             | 97.1667   |
| PNL sum                     | 261.8     |
| Profit sum                  | 268.0     |
| Loss sum                    | -6.228    |
| Fee sum                     | -9.888    |
| Biggest pos size            | 22.93     |
| Biggest pos cost            | 173.6     |
| Volume quote                | 98880.6   |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.233%    |
| Final balance               | 1765.78   |
| Final equity                | 1765.78   |
| Net PNL + fees              | 265.778   |
| Total gain                  | 18.57%    |
| Average daily gain          | 0.0236%   |
| DG mean std ratio           | 0.1147    |
| Price action distance mean  | 0.0147077 |
| Price action distance std   | 0.0169157 |
| Price action distance max   | 0.418167  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9281    |
| Equity/balance ratio std    | 0.001703  |
| No. fills                   | 31787     |
| No. entries                 | 16491     |
| No. closes                  | 15296     |
| No. initial entries         | 13754     |
| No. reentries               | 2642      |
| No. unstuck entries         | 95        |
| No. unstuck closes          | 14        |
| No. normal closes           | 15282     |
| Average n fills per day     | 45.5      |
| Mean hours stuck            | 0.552956  |
| Max hours stuck             | 53.6      |
| PNL sum                     | 278.5     |
| Profit sum                  | 300.4     |
| Loss sum                    | -21.86    |
| Fee sum                     | -12.73    |
| Biggest pos size            | 16.51     |
| Biggest pos cost            | 176.4     |
| Volume quote                | 127320.0  |
+-----------------------------+-----------+
