+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | ENJUSDT   |
| No. days                    | 663.707   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.301%    |
| Final balance               | 11026.5   |
| Final equity                | 11021.7   |
| Net PNL + fees              | 9526.55   |
| Total gain                  | 660.4%    |
| Average daily gain          | 0.312%    |
| DG mean std ratio           | 0.2023    |
| Price action distance mean  | 0.0239058 |
| Price action distance std   | 0.0323463 |
| Price action distance max   | 0.703097  |
| Closest bankruptcy          | 99.99%    |
| Lowest equity/balance ratio | 0.5872    |
| Equity/balance ratio std    | 0.01874   |
| No. fills                   | 37887     |
| No. entries                 | 24839     |
| No. closes                  | 13048     |
| No. initial entries         | 12620     |
| No. reentries               | 12219     |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 13048     |
| Average n fills per day     | 57.1      |
| Mean hours stuck            | 0.426947  |
| Max hours stuck             | 185.533   |
| PNL sum                     | 9907.0    |
| Profit sum                  | 9907.0    |
| Loss sum                    | 0.0       |
| Fee sum                     | -380.1    |
| Biggest pos size            | 13172.4   |
| Biggest pos cost            | 9112.0    |
| Volume quote                | 3800740.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.202%    |
| Final balance               | 1715.69   |
| Final equity                | 1715.69   |
| Net PNL + fees              | 215.69    |
| Total gain                  | 14.97%    |
| Average daily gain          | 0.0205%   |
| DG mean std ratio           | 0.0974    |
| Price action distance mean  | 0.0153705 |
| Price action distance std   | 0.0196247 |
| Price action distance max   | 0.300795  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9571    |
| Equity/balance ratio std    | 0.001562  |
| No. fills                   | 27927     |
| No. entries                 | 15754     |
| No. closes                  | 12173     |
| No. initial entries         | 11569     |
| No. reentries               | 4185      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 11        |
| No. normal closes           | 12162     |
| Average n fills per day     | 42.1      |
| Mean hours stuck            | 0.581816  |
| Max hours stuck             | 127.8     |
| PNL sum                     | 224.6     |
| Profit sum                  | 224.6     |
| Loss sum                    | -0.07737  |
| Fee sum                     | -8.871    |
| Biggest pos size            | 763.2     |
| Biggest pos cost            | 165.9     |
| Volume quote                | 88710.1   |
+-----------------------------+-----------+
