+---------------------------------------------+
|                   Summary                   |
+--------------------------------+------------+
| Metric                         | Value      |
+--------------------------------+------------+
| Exchange                       | bybit      |
| Market type                    | futures    |
| Symbol                         | UNIUSDT    |
| Passivbot mode                 | clock      |
| ADG n subdivisions             | 10         |
| No. days                       | 960.0      |
| Starting balance               | 1000.0     |
|                                |            |
| Long                           | True       |
| ADG per exposure               | 0.192%     |
| ADG weighted per exposure      | 0.0697%    |
| Final balance                  | 1448.33    |
| Final equity                   | 1448.33    |
| Net PNL + fees                 | 448.33     |
| Net Total gain                 | 44.83%     |
| Average daily gain             | 0.0384%    |
| Average daily gain weighted    | 0.0139%    |
| Loss to profit ratio           | 0.1285     |
| Price action distance mean     | 0.00824109 |
| Price action distance std      | 0.00896145 |
| Price action distance max      | 0.321837   |
| Closest bankruptcy             | 100.0%     |
| Lowest equity/balance ratio    | 0.9513     |
| Mean of 10 worst eq/bal ratios | 0.9789     |
| Equity/balance ratio std       | 0.0006395  |
| No. fills                      | 12604      |
| No. entries                    | 6082       |
| No. closes                     | 6522       |
| No. initial entries            | 0          |
| No. reentries                  | 0          |
| No. unstuck/EMA entries        | 6082       |
| No. unstuck/EMA closes         | 6202       |
| No. normal closes              | 320        |
| Average n fills per day        | 13.1       |
| Mean hours stuck               | 1.83665    |
| Max hours stuck                | 63.5833    |
| PNL sum                        | 458.2      |
| Profit sum                     | 525.8      |
| Loss sum                       | -67.56     |
| Fee sum                        | -9.882     |
| Volume quote                   | 138264.0   |
|                                |            |
| Short                          | True       |
| ADG per exposure               | 0.158%     |
| ADG weighted per exposure      | 0.11%      |
| Final balance                  | 1164.88    |
| Final equity                   | 1164.87    |
| Net PNL + fees                 | 164.884    |
| Net Total gain                 | 16.49%     |
| Average daily gain             | 0.0158%    |
| Average daily gain weighted    | 0.011%     |
| Loss to profit ratio           | 0.1466     |
| Price action distance mean     | 0.0135997  |
| Price action distance std      | 0.0178662  |
| Price action distance max      | 0.230174   |
| Closest bankruptcy             | 100.0%     |
| Lowest equity/balance ratio    | 0.9701     |
| Mean of 10 worst eq/bal ratios | 0.9737     |
| Equity/balance ratio std       | 0.001623   |
| No. fills                      | 8109       |
| No. entries                    | 4906       |
| No. closes                     | 3203       |
| No. initial entries            | 0          |
| No. reentries                  | 0          |
| No. unstuck/EMA entries        | 4906       |
| No. unstuck/EMA closes         | 1423       |
| No. normal closes              | 1780       |
| Average n fills per day        | 8.41       |
| Mean hours stuck               | 2.85555    |
| Max hours stuck                | 33.1       |
| PNL sum                        | 168.2      |
| Profit sum                     | 197.1      |
| Loss sum                       | -28.89     |
| Fee sum                        | -3.351     |
| Volume quote                   | 82765.9    |
+--------------------------------+------------+
