+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | GMTUSDT   |
| No. days                    | 117.832   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 1.44%     |
| Final balance               | 8081.68   |
| Final equity                | 2002.96   |
| Net PNL + fees              | 6581.68   |
| Total gain                  | 461.4%    |
| Average daily gain          | 0.852%    |
| DG mean std ratio           | 0.07358   |
| Price action distance mean  | 1.67431   |
| Price action distance std   | 1.62886   |
| Price action distance max   | 6.12546   |
| Closest bankruptcy          | 99.25%    |
| Lowest equity/balance ratio | 0.1397    |
| Equity/balance ratio std    | 0.3085    |
| No. fills                   | 10161     |
| No. entries                 | 5830      |
| No. closes                  | 4331      |
| No. initial entries         | 1134      |
| No. reentries               | 4696      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 4331      |
| Average n fills per day     | 86.2      |
| Mean hours stuck            | 0.559993  |
| Max hours stuck             | 1703.48   |
| PNL sum                     | 6921.0    |
| Profit sum                  | 6921.0    |
| Loss sum                    | 0.0       |
| Fee sum                     | -339.2    |
| Biggest pos size            | 4720.0    |
| Biggest pos cost            | 8087.0    |
| Volume quote                | 3392460.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.966%    |
| Final balance               | 1680.68   |
| Final equity                | 1581.07   |
| Net PNL + fees              | 180.681   |
| Total gain                  | 12.64%    |
| Average daily gain          | 0.0905%   |
| DG mean std ratio           | 0.02962   |
| Price action distance mean  | 0.350108  |
| Price action distance std   | 0.298218  |
| Price action distance max   | 0.800121  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.5986    |
| Equity/balance ratio std    | 0.1138    |
| No. fills                   | 16280     |
| No. entries                 | 13214     |
| No. closes                  | 3066      |
| No. initial entries         | 2071      |
| No. reentries               | 11143     |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 3066      |
| Average n fills per day     | 138.0     |
| Mean hours stuck            | 0.299192  |
| Max hours stuck             | 1080.17   |
| PNL sum                     | 189.6     |
| Profit sum                  | 189.6     |
| Loss sum                    | 0.0       |
| Fee sum                     | -8.951    |
| Biggest pos size            | 282.0     |
| Biggest pos cost            | 168.3     |
| Volume quote                | 89509.5   |
+-----------------------------+-----------+
