+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | LINKUSDT  |
| No. days                    | 905.665   |
| Starting balance            | 1500.0    |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.22%     |
| Final balance               | 10929.9   |
| Final equity                | 10912.4   |
| Net PNL + fees              | 9429.91   |
| Total gain                  | 641.8%    |
| Average daily gain          | 0.234%    |
| DG mean std ratio           | 0.1272    |
| Price action distance mean  | 0.0120848 |
| Price action distance std   | 0.0205923 |
| Price action distance max   | 0.438518  |
| Closest bankruptcy          | 99.74%    |
| Lowest equity/balance ratio | 0.6952    |
| Equity/balance ratio std    | 0.01374   |
| No. fills                   | 16220     |
| No. entries                 | 8970      |
| No. closes                  | 7250      |
| No. initial entries         | 5077      |
| No. reentries               | 3893      |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 7250      |
| Average n fills per day     | 17.9      |
| Mean hours stuck            | 1.52887   |
| Max hours stuck             | 134.533   |
| PNL sum                     | 9627.0    |
| Profit sum                  | 9627.0    |
| Loss sum                    | 0.0       |
| Fee sum                     | -197.2    |
| Biggest pos size            | 1896.4    |
| Biggest pos cost            | 10650.0   |
| Volume quote                | 1971510.0 |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.174%    |
| Final balance               | 1755.7    |
| Final equity                | 1755.64   |
| Net PNL + fees              | 255.698   |
| Total gain                  | 17.61%    |
| Average daily gain          | 0.0177%   |
| DG mean std ratio           | 0.07026   |
| Price action distance mean  | 0.0383327 |
| Price action distance std   | 0.0402434 |
| Price action distance max   | 0.342903  |
| Closest bankruptcy          | 100.0%    |
| Lowest equity/balance ratio | 0.9484    |
| Equity/balance ratio std    | 0.004769  |
| No. fills                   | 22066     |
| No. entries                 | 15377     |
| No. closes                  | 6689      |
| No. initial entries         | 5358      |
| No. reentries               | 10019     |
| No. unstuck entries         | 0         |
| No. unstuck closes          | 0         |
| No. normal closes           | 6689      |
| Average n fills per day     | 24.4      |
| Mean hours stuck            | 1.07973   |
| Max hours stuck             | 383.283   |
| PNL sum                     | 264.1     |
| Profit sum                  | 264.1     |
| Loss sum                    | 0.0       |
| Fee sum                     | -8.379    |
| Biggest pos size            | 68.6      |
| Biggest pos cost            | 173.8     |
| Volume quote                | 83793.4   |
+-----------------------------+-----------+
