+-----------------------------------------+
|                 Summary                 |
+-----------------------------+-----------+
| Metric                      | Value     |
+-----------------------------+-----------+
| Exchange                    | bybit     |
| Market type                 | futures   |
| Symbol                      | RUNEUSDT  |
| Passivbot mode              | emas      |
| No. days                    | 850.0     |
| Starting balance            | 500.0     |
|                             |           |
| Long                        | True      |
| ADG realized per exposure   | 0.342%    |
| Final balance               | 1031.86   |
| Final equity                | 1031.86   |
| Net PNL + fees              | 531.857   |
| Total gain                  | 107.8     |
| Average daily gain          | 0.0854    |
| Net PNL + fees              | 531.857   |
| Loss to profit ratio        | 0.1591    |
| Price action distance mean  | 0.0120495 |
| Price action distance std   | 0.0151837 |
| Price action distance max   | 0.27684   |
| Closest bankruptcy          | 100.0     |
| Lowest equity/balance ratio | 0.9459    |
| Equity/balance ratio std    | 0.002528  |
| No. fills                   | 9437      |
| No. entries                 | 5778      |
| No. closes                  | 3659      |
| No. initial entries         | 0         |
| No. reentries               | 0         |
| No. unstuck/EMA entries     | 5778      |
| No. unstuck/EMA closes      | 2547      |
| No. normal closes           | 1112      |
| Average n fills per day     | 11.1      |
| Mean hours stuck            | 2.1585    |
| Max hours stuck             | 56.5833   |
| PNL sum                     | 539.1     |
| Profit sum                  | 641.1     |
| Loss sum                    | -102.0    |
| Fee sum                     | -7.232    |
| Volume quote                | 122491.0  |
|                             |           |
| Short                       | True      |
| ADG realized per exposure   | 0.107%    |
| Final balance               | 547.305   |
| Final equity                | 547.305   |
| Net PNL + fees              | 47.3054   |
| Total gain                  | 9.789     |
| Average daily gain          | 0.0107    |
| Net PNL + fees              | 47.3054   |
| Loss to profit ratio        | 0.2275    |
| Price action distance mean  | 0.0126717 |
| Price action distance std   | 0.0107593 |
| Price action distance max   | 0.071903  |
| Closest bankruptcy          | 100.0     |
| Lowest equity/balance ratio | 0.9922    |
| Equity/balance ratio std    | 0.0002867 |
| No. fills                   | 5940      |
| No. entries                 | 3446      |
| No. closes                  | 2494      |
| No. initial entries         | 0         |
| No. reentries               | 0         |
| No. unstuck/EMA entries     | 3446      |
| No. unstuck/EMA closes      | 2083      |
| No. normal closes           | 411       |
| Average n fills per day     | 7.0       |
| Mean hours stuck            | 3.38262   |
| Max hours stuck             | 156.733   |
| PNL sum                     | 48.95     |
| Profit sum                  | 63.36     |
| Loss sum                    | -14.41    |
| Fee sum                     | -1.642    |
| Volume quote                | 15269.1   |
+-----------------------------+-----------+
